Nazwisko_aktualne,Liczba
IEVLEV,5
IEVSIUKOV,5
IEVTIEIEV,5
IFRIM,5
IGBINEWEKA,5
IGBOKWE,5
IGIELIŃSKI,5
IGIERSKI,5
IGLICZKA,5
IGNASZÓW,5
IGNATZ,5
IGUMNOV,5
IHEANACHO,5
IHEKWOABA,5
IHLE,5
IHNASHEVICH,5
IHNATO,5
IHOLNYK,5
IIEVLEV,5
IJIOMA,5
IKAR,5
IKONNYKOV,5
ILASH,5
ILASIEWICZ,5
ILATOVSKYI,5
ILBEYLI,5
ILCHISHEN,5
ILCHYK,5
ILEN,5
ILENIEC,5
ILGIN,5
ILHOV,5
ILIASHOV,5
ILIES,5
ILINCA,5
ILINIEC,5
ILISZKO,5
ILIUCHOK,5
ILIUCZYK,5
ILIUSHA,5
ILIUSHCHENKOV,5
ILKOSZ,5
ILLASEWICZ,5
ILLÉS,5
ILLIANO,5
ILLYA,5
ILMOUSKI,5
ILMURADOV,5
ILNYTSKIY,5
ILNYTSKY,5
ILORI,5
ILYASH,5
ILYASHEVICH,5
ILYASHUK,5
ILYASSOV,5
ILYUKEVICH,5
IMANI,5
IMBERT,5
IMBIERCZAK,5
IMBIROWSKI,5
IMIELINSKI,5
IMIERSKI,5
IMPOROWICZ,5
IMRE,5
INAL,5
INCARDONA,5
INCEWICZ,5
INCI,5
INDIUKOV,5
INDRYS,5
INGLIS,5
INKIELEWICZ,5
INKOV,5
INKÓW,5
INPARTOW,5
INSTONAJT,5
INWALD,5
INZHESTOIKOV,5
IOLCHIEVI,5
IONAS,5
IONETS,5
IONOW,5
IOSKEVICH,5
IOVCHEV,5
IOVIN,5
IOVINE,5
IOVOV,5
IPAEV,5
IPATI,5
IPEKÇIOĞLU,5
IPLIŃSKI,5
IRABOR,5
IRADZKI,5
IRAS,5
IRECKI,5
IRGER,5
IRKLII,5
IRMATOV,5
IROBI,5
IROCHKO,5
IRRGANG,5
IRSHAD,5
IRWIN,5
IRZIK,5
ISAAK,5
ISABALIEVI,5
ISAJANYAN,5
ISAKI,5
ISAKSSON,5
ISANOV,5
ISCHUK,5
ISHCHYSHYN,5
ISHKABULOV,5
ISHKIN,5
ISHYNOV,5
ISIDRO,5
ISMAGULOV,5
ISOIAN,5
ISOPCHUK,5
ISOYAN,5
ISPIR,5
ISRANI,5
ISSABAYEV,5
ISSAC,5
ISSAJEWICZ,5
ISTRATUC,5
ITA,5
ITRYN,5
ITTNER,5
IULIANO,5
IUNYK,5
IURCOVSCHI,5
IURII,5
IURKOV,5
IURKOVSKYI,5
IUROVSCHI,5
IUSHKO,5
IUZEFOVYCH,5
IUZIUK,5
IVANASHVILI,5
IVANCO,5
IVANES,5
IVANEYKO,5
IVANISHKO,5
IVANOVETS,5
IVANTSIURA,5
IVANTSO,5
IVANTYSHYN,5
IVANUSHCHYN,5
IVANYCH,5
IVANYSHAK,5
IVASHCHEV,5
IVASHENKO,5
IVASHIN,5
IVASHURA,5
IVASHYNIUTA,5
IVASOV,5
IVASYSHEN,5
IVEHESH,5
IVELINOV,5
IVER,5
IVOILOV,5
IWACIK,5
IWANICZUK,5
IWANKOW,5
IWASZCZONEK,5
IWATA,5
IWCZENKO,5
IWKOWICZ,5
IWONIUK,5
IZAFATAU,5
IZARD,5
IZASZEK,5
IZATOV,5
IZDYCHOWICZ,5
IZHOV,5
IZIUMCHENKO,5
IZMODENOV,5
IZOTIN,5
IZRAEL,5
IZUMI,5
IZUNAGBARA,5
IZVEKOV,5
IŻAK VEL IŻEWSKI,5
IŻAK-IŻEWSKI,5
IŻAKOWSKI,5
IŻEL,5
IŻEMSKI,5
IŻYCKI-HERMAN,5
JABAKHIDZE,5
JABBAZ,5
JABLEKA,5
JABLONSKÝ,5
JABR,5
JACHIMSTAL,5
JACHNOWICZ,5
JACHUŁKOWSKI,5
JACIECZKO,5
JACINTO,5
JACKIW,5
JACKLOFSKY,5
JACOBSSON,5
JACOSEK,5
JACUCHA,5
JACUŚ,5
JACYGRAD,5
JADAMIEC,5
JADARKIEWICZ,5
JAELANI,5
JAFRI,5
JAGACZYŃSKI,5
JAGADEESAN,5
JAGIEL,5
JAGIELLO,5
JAGIELOŃSKI,5
JAGIEŃSKI,5
JAGINIAK,5
JAGNUS,5
JAGÓCKI,5
JAHEL,5
JAHNC,5
JAJKÓW,5
JAJÓWKA,5
JAKACZYŃSKI,5
JAKARIA,5
JAKIMEC,5
JAKIMSKI,5
JAKOBIUK,5
JAKOBSSON,5
JAKORLJEWIC,5
JAKOŚ,5
JAKOVENKO,5
JAKOWINICZ,5
JAKOWOGLU,5
JAKOWSZCZENKO,5
JAKOWYSZYN,5
JAKTER,5
JAKUBCZEL,5
JAKUBIEŁOWICZ,5
JAKUBSCHON,5
JAKUPI,5
JAKUSZENKOW,5
JAKYMIW,5
JALLOUL,5
JALOWIECKI,5
JAŁAKO,5
JAŁGIEJCZUK,5
JAŁGUSZEWSKI,5
JAŁMUŻYŃSKI,5
JAŁOWICZKA,5
JAŁÓWKO,5
JAŁTOWSKI,5
JAM,5
JAMADAR,5
JAMATASHVILI,5
JAMBROZIAK,5
JAMBUR,5
JAMI,5
JAMIŁOWSKI,5
JAMOLDINOV,5
JAMOUS,5
JAMRUZ,5
JAMSZOLIK,5
JANAKAKOS,5
JANAMYAN,5
JANASZKA,5
JANCKIEWICZ,5
JANCOWSKI,5
JANCZENKO,5
JANCZEW,5
JANDECZKO,5
JANDROWICZ,5
JANECZEK-JAGIELLOŃCZYK,5
JANESKI,5
JANETTA,5
JANEVSKI,5
JANGRA,5
JANIELEWICZ,5
JANJULIA,5
JANKOVSKIS,5
JANKOWIEC,5
JANKOWSKI-MIHUŁOWICZ,5
JANKULOWSKI,5
JANOWICKI,5
JANOWICZ VEL JUNOWICZ,5
JANTA-LIPINSKI,5
JANUCEWICZ,5
JANULIN,5
JANUSCHEWSKI,5
JANUSCHOWITZ,5
JANUSZAJTIS,5
JAOKO,5
JAOUEN,5
JAPS,5
JARDINE,5
JAREWSKI,5
JARGULIŃSKI,5
JARIASHVILI,5
JARIWALA,5
JARJU,5
JARMOCIUK,5
JARMONDOWICZ,5
JARMONTOWICZ,5
JARMURZ,5
JARNAŃCZYK,5
JARNIEWICZ,5
JARNOTH,5
JARONIECKI,5
JAROŃ-KOWALSKI,5
JAROSKI,5
JAROSZKA,5
JAROSZUK-JAROSZEWSKI,5
JARTYŚ,5
JARUSIEWICZ,5
JARUZELSKI,5
JARZAK,5
JARZMUS,5
JASCHEK,5
JASCHINSKI,5
JASIŃCZAK,5
JASIUKAJC,5
JASIUNAS,5
JASKUŁKE,5
JASPERS,5
JASSAL,5
JAST,5
JASTRZĘBIEC-ŚWIĘCICKI,5
JASTRZĘBSKI-PROKOPOWICZ,5
JASZCZUK VEL BAZYLUK,5
JASZCZYSZAK,5
JASZKANIEC,5
JASZKIM,5
JAŚKUĆ,5
JAŚLIK,5
JAŚWIG,5
JATOWTT,5
JAUKSZ,5
JAUNKY,5
JAUNZEMS,5
JAVADLI,5
JAVARASHVILI,5
JAVASHVILI,5
JAWED,5
JAWORZ-DUTKA,5
JAXA-BYKOWSKI,5
JAY,5
JAYARAM,5
JAZDOŃ,5
JAZEK,5
JAŹBOR,5
JĄDRZAK,5
JBEILI,5
JEAN-BAPTISTE,5
JECHMAŃSKI,5
JEDAK,5
JEDEJKO,5
JEDNAROWICZ,5
JEDNORLICH,5
JEDZIŃSKI,5
JEFFERSON,5
JEFIMIEC,5
JEFIMSKI,5
JEFRIEMOW,5
JEGANATHAN,5
JEGLEJEWSKI,5
JEHLE,5
JEJEIA,5
JEKIELEK,5
JEKSA,5
JEKUTSCH,5
JELEÑ,5
JELENKOWSKI,5
JELEV,5
JELIN,5
JELIONEK,5
JELLONNEK,5
JEŁOWSKI,5
JENDCZOK,5
JENDRICKE,5
JENDROLLIK,5
JENDRUCHNIEWICZ,5
JENDRYCKI,5
JENDRZCZOK,5
JENSZURA,5
JENŚ,5
JENZ,5
JENZIOŁOWSKI,5
JEPISZKO,5
JEPPESEN,5
JERANEK,5
JERCIŃSKI,5
JERECZYŃSKI,5
JEREMEK,5
JEREMIASCH,5
JEREMIEJEW,5
JERIDI,5
JERINIĆ,5
JERMAŃCZYK,5
JERMASZUK,5
JEROPULOS,5
JERYCH,5
JERZAK VEL DOBOSIEWICZ,5
JESKE-STOCK,5
JESKON,5
JESORSKI,5
JESPERSEN,5
JESZTÁK,5
JEŚNIAK,5
JETWANI,5
JEUTE,5
JEWDOSIUK,5
JEWGIENIEW,5
JEWSIEJCZYK,5
JEZHORA,5
JEZIKOWSKI,5
JEZIŃSKI,5
JEŻABEK,5
JĘCZMIENIONKA,5
JĘCZMION,5
JĘDERKA,5
JĘDRICHOWSKI,5
JĘDROSIAK,5
JĘDRUSZ,5
JĘDRUSZYŃSKI,5
JĘDRZEJCZAK-JĘDRZEJEWSKI,5
JĘNDRZEJCZYK,5
JGUSHIA,5
JIADZE,5
JIBUTI,5
JIJEISHVILI,5
JIJIESHVILI,5
JIKASHVILI,5
JIKHVASHVILI,5
JINIKASHVILI,5
JINISIANI,5
JIRA,5
JIRMANN,5
JITARU,5
JMAS,5
JMUKHADZE,5
JNDRASZKIEWICZ,5
JOACHYMIAK,5
JOCZYN,5
JOCZYS,5
JODHANI,5
JODŁOSKI,5
JODYŃSKI,5
JODZISZ,5
JOGLIDZE,5
JOHLSON,5
JOJISHVILI,5
JOJTE,5
JOKIĆ,5
JOKUBAUSKAS,5
JOLEWSKI,5
JOMMA,5
JONAC,5
JONÁŠ,5
JONCZEWSKI,5
JONCZYNSKI,5
JONIEWICZ,5
JONISEK,5
JONUZI,5
JOŃSKI-JASTRZĘBOWSKI,5
JOOF,5
JOOSTBERENS,5
JOPCZYK,5
JOPYK,5
JORKSTAS,5
JOSEFSSON,5
JOSHY,5
JOSIONEK,5
JOSYPÓW,5
JOTEL,5
JOUMA,5
JÓGOWIEC,5
JÓRECKI,5
JÓSEWICZ,5
JÓŚCIAK,5
JÓWCZUK,5
JÓZEFIN,5
JÓZIAKOWSKI,5
JÓZWIUK,5
JÓŹKOWIAK,5
JÖRGEN,5
JUCHOWICZ,5
JUCHT,5
JUCIUS,5
JUCKI,5
JUCZ,5
JUCZYŃSKI,5
JUDECKI,5
JUDGE,5
JUEPPNER,5
JUG,5
JUGOWSKI,5
JUHANOWICZ,5
JUKIN,5
JULC,5
JULIANOWSKI,5
JULIANTARA,5
JUMANIYOZOV,5
JUMUTIA,5
JUNAID,5
JUNCU,5
JUNGFER,5
JUNGIER,5
JUNGMAN,5
JUNIKOWSKI,5
JUNITZ,5
JUNKANC,5
JUNKLEWICZ,5
JUNYK,5
JURAND,5
JURASZKA,5
JURASZKO,5
JURASZUS,5
JURDZAK,5
JURDZEŃ,5
JURECKA,5
JURGIEŁAN,5
JURJIU,5
JURKEVIČIUS,5
JURKOWIECKI,5
JURMAN,5
JURUC,5
JURYCZ,5
JUSZCZENKO,5
JUSZCZEWSKI,5
JUSZKA VEL PITEK,5
JUZAKOWSKI,5
JUZENKÓW,5
JUZINKIEWICZ,5
JUZL,5
JUŹWIŃSKI,5
JÜLKE,5
JVEBENAVA,5
JYHA,5
JYRGAŚ,5
JYSZ,5
KA PATEL,5
KABACHEUSKI,5
KABALNYI,5
KABANOVICH,5
KABANTSEV,5
KABARIVSKYI,5
KABBA,5
KABBANI,5
KABELKOV,5
KABELLA,5
KABERSKI,5
KABIUK,5
KABKA,5
KABŁAK-ZIEMBICKI,5
KABSA,5
KABYLIAK,5
KABZARAU,5
KACEJKO,5
KACHANOVICH,5
KACHERUK,5
KACHEVSKYI,5
KACHKALDA,5
KACHKIN,5
KACHORAK,5
KACHORIVSKYI,5
KACHURENKO,5
KACHYN,5
KACHYNA,5
KACI,5
KACZMARCZIK,5
KACZURO-KACZYŃSKI,5
KACZYCKI,5
KAĆMA,5
KADA,5
KADAC,5
KADAS,5
KADDOUR,5
KADEBSKI,5
KADEKAŁA,5
KADENIK,5
KADI,5
KADIĆ,5
KADLECZEK,5
KADLUB,5
KADLUBITSKYI,5
KADUCHENKO,5
KADUKHA,5
KADYRBEKOV,5
KAFIZHYU,5
KAFLUK,5
KAFTAL,5
KAFTANOV,5
KAGERMANOV,5
KAGOŃ,5
KAHALNIAK,5
KAHALOVSKYI,5
KAHOUL,5
KAHRAMANIAN,5
KAHVECİ,5
KAHVECI,5
KAIDASZ,5
KAIDYK,5
KAIENKO,5
KAILEY,5
KAINDUŁA,5
KAINSKYI,5
KAINTOR,5
KAIRYS,5
KAISTRA,5
KAISTRIA,5
KAISYN,5
KAITAN,5
KAJC,5
KAJETA,5
KAJMERS,5
KAJOK,5
KAJPUS,5
KAJROWICZ,5
KAJSTRA,5
KAJTEL,5
KAJUREK,5
KAKAR,5
KAKORIN,5
KAKUBAVA,5
KALABAIDA,5
KALACHURKA,5
KALACHYNSKI,5
KALACHYNSKYI,5
KALAITAN,5
KALAJEW,5
KALAKHAN,5
KALAMŁACKI,5
KALANDIAK,5
KALANYOS,5
KALARUSZ,5
KALASHOV,5
KALASKOU,5
KALATOR,5
KALAU,5
KALBYKA,5
KALCEDON,5
KALCEWICZ,5
KALDARAR,5
KALDARASS,5
KALECZYŃSKI,5
KALEINIKAU,5
KALEM,5
KALENCHENKO,5
KALENDAROV,5
KALENIN,5
KALENYCHENKO,5
KALENYUK,5
KALFF,5
KALIAMIS,5
KALIANIUK,5
KALIAPUKH,5
KALIASHVILI,5
KALICUM,5
KALIEKIN,5
KALIGOWSKI,5
KALII,5
KALIM,5
KALIMON,5
KALINACHENKO,5
KALINEVICH,5
KALINOVYCH,5
KALIŃCZAK,5
KALION,5
KALISCIAK,5
KALISZEWSKI VEL KIELISZEWSKI,5
KALITYN,5
KALIUSHKO,5
KALIUZHNIUK,5
KALIVOSHKO,5
KALMANOWICZ,5
KALMANOWSKI,5
KALNIN,5
KALNITSKYI,5
KALNYBOLOTCHUK,5
KALODKIN,5
KALONJI,5
KALOSI,5
KALOV,5
KALPAK,5
KALTUNOU,5
KALUPAYEU,5
KALUŚ,5
KALVARSKY,5
KALYKOV,5
KALYMAHA,5
KALYNICHENKO,5
KALYNIV,5
KALYNYAK,5
KALYNYUK,5
KALYTKO,5
KALYTYN,5
KAŁABANKO,5
KAŁABIN,5
KAŁABUK,5
KAŁABUŃSKI,5
KAŁAGATE VEL KAŁAGOW,5
KAŁAHUR,5
KAŁDA,5
KAŁDUNSKI,5
KAŁEMBA,5
KAŁUSZEWSKI,5
KAŁUSZKO,5
KAŁWELIS,5
KAŁYŃCZAK,5
KAŁYPIN,5
KAŁYTCZAK,5
KAMADZEI,5
KAMALAU,5
KAMAŁA,5
KAMARAJ,5
KAMARALI,5
KAMASHEV,5
KAMATA,5
KAMATH,5
KAMBARJI,5
KAMBERI,5
KAMBEROV,5
KAMBUROV,5
KAMBUROWSKI,5
KAMCHYBEKOV,5
KAMENETS,5
KAMIEKIEWICZ,5
KAMILOVSKYI,5
KAMINSKIJ,5
KAMIŃCZUK,5
KAMIYA,5
KAMKOWSKI,5
KAMLIŃSKI,5
KAMLIUK,5
KAMŁAJ,5
KAMNEV,5
KAMOJI,5
KAMOLZ,5
KAMOTSKI,5
KAMYSH,5
KAMZEL,5
KANAFIN,5
KANAKHIN,5
KANANIUK,5
KANANOK,5
KANAPLIANIKAU,5
KANATOV,5
KANAVALCHYK,5
KANCHEV,5
KANCHUK,5
KANCIRUK,5
KANCIURZEWSKI,5
KANCULIS,5
KANDAURAU,5
KANDZOWSKI,5
KANITSKYI,5
KANIUCKI,5
KANIUSHEUSKI,5
KANKO,5
KANNEWISZER,5
KANOFOCKI,5
KANOJIA,5
KANSARA,5
KANTARCIOĞLU,5
KANTELADZE,5
KANTEMIR,5
KANTIA,5
KANTRZONKA,5
KANTSAVOI,5
KANTSYBA,5
KANTYLUK,5
KANTYTSKYI,5
KANWAL,5
KANYHIN,5
KANYI,5
KAŃCZYKOWSKI,5
KAPACZYŃSKI,5
KAPAN,5
KAPANIUK,5
KAPANOV,5
KAPAROV,5
KAPCHYNSKYI,5
KAPEIKA,5
KAPELANOWSKI,5
KAPHLE,5
KAPITAJNA,5
KAPITULEWSKI,5
KAPLIIEV,5
KAPLON,5
KAPLUKIEWICZ,5
KAPŁUSZUK,5
KAPORIN,5
KAPOSHKO,5
KAPRÁL,5
KAPROCKI,5
KAPROWSKI,5
KAPRUSIAK,5
KAPTANOVSKYI,5
KAPTSIUK,5
KAPTSOSH,5
KAPUCHAK,5
KAPUCU,5
KAPULKA,5
KAPUSTINSKIY,5
KAPUSTIUK,5
KAPUSTYAK,5
KAPUYA,5
KARAAĞAÇ,5
KARAALP,5
KARABAIEV,5
KARABANIUK,5
KARABAS,5
KARABAYEU,5
KARABET,5
KARABINIS,5
KARABKA,5
KARABLIN,5
KARABOW,5
KARABTSOU,5
KARACHEI,5
KARACHKOV,5
KARACHYNA,5
KARADAYI,5
KARADENİZ,5
KARADOǦAN,5
KARAFA,5
KARAGA,5
KARAGIANNIS,5
KARAGICZ,5
KARAGOZ,5
KARAGÜN,5
KARAHA,5
KARAHIN,5
KARAJ,5
KARAJAEVI,5
KARAKAS,5
KARAKI,5
KARAKOCH,5
KARAKÖSE,5
KARAKUȘ,5
KARAKUL,5
KARALIŃSKI,5
KARAŁOW,5
KARAMACH,5
KARAMASH,5
KARAMOVI,5
KARAMPINIS,5
KARANIK,5
KARAPETIANI,5
KARA-SAJEK,5
KARASEK VEL KARASIEWICZ,5
KARASHKEVYCH,5
KARASOVSKYI,5
KARASZEWICZ,5
KARAT,5
KARATAJ,5
KARATHANASIS,5
KARATNIK,5
KARATSIUPA,5
KARAULASHVILI,5
KARAVASHKIN,5
KARAWAJSKI,5
KARAZHBEI,5
KARAZHEKOV,5
KARBARSKI,5
KARBASZEWICZ,5
KARBICKI,5
KARBOVNICHENKO,5
KARCI,5
KARCZAKOWSKI,5
KARDASZAK,5
KARDAŞ,5
KARDOWSKI,5
KARDUSZEWSKI,5
KAREH,5
KARESKI,5
KARETNYK,5
KAREV,5
KARGETTA,5
KARICH,5
KARIĆ,5
KARIMKULOV,5
KARINEN,5
KARIUKI,5
KARKISHVILI,5
KARKO,5
KARKUSASHVILI,5
KARLE,5
KARLIAK,5
KARLITZ,5
KARLIUCHENKO,5
KARLOVICH,5
KARLOVYCH,5
KARLSEN,5
KARMACHARYA,5
KARMAKSKIKH,5
KARMALIUK,5
KARMANSKYI,5
KARMAZY,5
KARMAZYN-KANONOWICZ,5
KARMIENKO,5
KARMILITSYN,5
KARNASEVYCH,5
KARNEL,5
KARNEYAVETS,5
KARNO,5
KARNOZA,5
KARNOZHYTSKYI,5
KARNUSZEWICZ,5
KAROF,5
KAROLENKO,5
KAROLINI,5
KAROTSIN,5
KAROUKIN,5
KAROV,5
KAROWICZ,5
KARÓLEK,5
KARPALO,5
KARPEKIN,5
KARPENYUK,5
KARPEVYCH,5
KARPIEIEV,5
KARPIEŃSKI,5
KARPISZUK,5
KARPMAN,5
KARPOSIUK,5
KARPUSHENKO,5
KARPYSZ,5
KARPYUK,5
KARRAS,5
KARSHEN,5
KARSHIBAEV,5
KARTANOVYCH,5
KARTASH,5
KARTASHYAN,5
KARTAWIK,5
KARTHIK,5
KARTLELISHVILI,5
KARTOVICH,5
KARTSAN,5
KARTUN,5
KARULEK,5
KARULIS,5
KARUNANITHI,5
KARUNETS,5
KARVATSKYY,5
KARWANIECKI,5
KARWULEWICZ,5
KARYCHORT,5
KARYCKI,5
KARYJEWSKI,5
KARZHENKA,5
KASAFIR,5
KASAN,5
KASAŃCZUK,5
KASATOV,5
KASECHUBE,5
KASER,5
KASEVICH,5
KASHANIANI,5
KASHANOK,5
KASHCHENIUK,5
KASHENKOV,5
KASHEVAR,5
KASHEVAROV,5
KASHKASH,5
KASHKEL,5
KASHPER,5
KASHYNA,5
KASHYNTSEV,5
KASHYTSKI,5
KASIANOWSKI,5
KASIENCZAR,5
KASIMIERSKI,5
KASINOV,5
KASIUKHNYCH,5
KASMACHOU,5
KASMAN,5
KASNOWSKI,5
KASPAROV,5
KASPIARCHUK,5
KASPIROVICH,5
KASPIROVYCH,5
KASPROVYCH,5
KASPRUS,5
KASPRZOK,5
KASPURA,5
KASSOUD,5
KASSUR,5
KASTARENDA,5
KASTSEIKA,5
KASTYKA,5
KASTYLENKA,5
KASUMI,5
KASZELNY,5
KASZKO,5
KASZLIŃSKI,5
KASZOREK,5
KASZTOWSKI,5
KAŠPÁREK,5
KATAKURA,5
KATALEVSKYI,5
KATANIEC,5
KATANO,5
KATARYNA,5
KATARZEWSKI,5
KATELLO,5
KATERNIAK,5
KATHIRESAN,5
KATIBA,5
KATIUZHYNSKYI,5
KATLIARCHUK,5
KATLIARENKA,5
KATLINSKI,5
KATLOU,5
KATORHIN,5
KATRANZHI,5
KATRI,5
KATRIAK,5
KATROŃ,5
KATRUSHYN,5
KATRZYŃSKI,5
KATSABA,5
KATSARAS,5
KATSARSKYI,5
KATSELA,5
KATSENIA,5
KATSIBAIA,5
KATTEL,5
KATTI,5
KATUSZEWSKI,5
KATYCHÓW,5
KATYKHIN,5
KAUBUKOWSKI,5
KAUHUNOU,5
KAUKOU,5
KAULBACH,5
KAUN,5
KAUNECKI,5
KAUNOV,5
KAUPA,5
KAUR,5
KAURNUKAEV,5
KAUSHAL,5
KAUSHOVIK,5
KAUTA,5
KAUTSCH,5
KAUWIŃSKI,5
KAVAKLI,5
KAVALKO,5
KAVARA,5
KAVATSIV,5
KAVIERIN,5
KAVLAK,5
KAVLELASHVILI,5
KAVRELISHVILI,5
KAVTUASHVILI,5
KAVUZA,5
KAVZINADZE,5
KAWANKA,5
KAWCEWICZ,5
KAWENZOWSKI,5
KAWRYGA,5
KAWRYGOWICZ,5
KAYAALP,5
KAYALAR,5
KAYALI,5
KAYANI,5
KAYED,5
KAYGISIZ,5
KAYIMOV,5
KAYODE,5
KAZACHKOU,5
KAZAKIEWICZ,5
KAZANA-KORNIAK,5
KAZANCEWICZ,5
KAZANIUK,5
KAZANKO,5
KAZANZHY,5
KAZAROWICZ,5
KAZAZIAN,5
KAZHEMIAKA,5
KAZHUKALO,5
KAZHURA,5
KAZIBET,5
KAZIBUTOWSKI,5
KAZIDROGA,5
KAZIIEV,5
KAZIMIERZÓW,5
KAZIMOR,5
KAZJAKA,5
KAZKO,5
KAZMERYSHYN,5
KAZMIERSKI,5
KAZMIROVYCH,5
KAZMIRSKI,5
KAZNADZEI,5
KAZRATH,5
KAZUNIN,5
KAZUVA,5
KAŹMIRZÓW,5
KĄDZIOŁEK,5
KĄKOLECKI,5
KĄPINKIEWICZ,5
KÁDÁR,5
KÁROLY,5
KÁROLYI,5
KEBAL,5
KEC,5
KEDAL,5
KEDRON,5
KEFALAS,5
KEHAYOV,5
KEHLER,5
KEHOE,5
KEIDIA,5
KEIJZER,5
KEILA,5
KEJLER,5
KEJSTER,5
KEKLIK,5
KEKLİK,5
KEKUL,5
KELBAS,5
KELDANOVICH,5
KELLAK,5
KELMEL,5
KELNICH,5
KEMALOV,5
KEMBŁOWICZ,5
KEMERTELIDZE,5
KEMPECKI,5
KEMPFER,5
KEMPTER,5
KENCHKHADZE,5
KENDYK,5
KENDZHAEV,5
KENES,5
KENIGHAUS,5
KENIS,5
KENTEL,5
KENZHAEV,5
KEŃDZIA,5
KEPYCH,5
KERDEI,5
KERDIKASHVILI,5
KEREI,5
KEREMET,5
KERET,5
KERNTOPF,5
KERROUCHE,5
KERSTAN,5
KERSTEIN,5
KERSZNER,5
KERVIAK,5
KERVYN DE MEERENDRÉ,5
KERYK,5
KERZKOWSKI,5
KESAR,5
KESHKENTII,5
KESHRI,5
KESIĆ,5
KESSER,5
KESWOŃ,5
KETCHKEMADZE,5
KETLER,5
KETSBAIA,5
KEUER,5
KEUM,5
KEVROV,5
KEY,5
KEYS,5
KEZ,5
KEZHERASHVILI,5
KĘDZIELAWSKI,5
KĘPCZAK,5
KĘPIK,5
KĘPINSKI,5
KHA,5
KHABAK,5
KHABBAZ,5
KHABEISHVILI,5
KHABER,5
KHABIBULLIN,5
KHABINIAK,5
KHABOVETS,5
KHABRAT,5
KHACHKHARDZHY,5
KHADAI,5
KHADARENKA,5
KHADAROUSKI,5
KHADKEVICH,5
KHADUKAEV,5
KHADZHIIEV,5
KHADZHYMITI,5
KHAIBULAIEV,5
KHAIENKO,5
KHAILOV,5
KHAILUK,5
KHAINAK,5
KHAINOVSKYI,5
KHAIRNAR,5
KHAKALA,5
KHAKHALIEV,5
KHAKHUDA,5
KHALABARCHUK,5
KHALADOVICH,5
KHALADZE,5
KHALADZHY,5
KHALAIEV,5
KHALIAUKIN,5
KHALIAUSKI,5
KHALIAVIN,5
KHALILLI,5
KHALMURATOV,5
KHALUPIAK,5
KHALYMONENKO,5
KHALYPENKO,5
KHAMEDOV,5
KHAMENOK,5
KHAMIANKOU,5
KHAMULYAK,5
KHAMUTOV,5
KHANCHYCH,5
KHAND,5
KHANDRYHA,5
KHANDURIN,5
KHANETSKI,5
KHANIASHVILI,5
KHANZADYAN,5
KHANZHYN,5
KHAPATKO,5
KHAPITSKYI,5
KHARABAROV,5
KHARABARUK,5
KHARABORA,5
KHARANDZIUK,5
KHARCHOV,5
KHARDIKOV,5
KHARENA,5
KHARKOVICH,5
KHARSUN,5
KHARUTSKI,5
KHARYPONCHUK,5
KHARYTONENKOV,5
KHASANAU,5
KHASBULATOV,5
KHASHCHYNSKYI,5
KHASKHACHYKH,5
KHASSAN,5
KHATKEVYCH,5
KHATSAYUK,5
KHAVKIN,5
KHAVLIUK,5
KHAVRENKO,5
KHAVRO,5
KHAVROSHYN,5
KHAVTASI,5
KHAVULA,5
KHAYAURI,5
KHAYETSKI,5
KHAYITBOEV,5
KHAZARADZE,5
KHAZIN,5
KHAZRATOV,5
KHECHIKASHVILI,5
KHECHOIAN,5
KHEIFETS,5
KHELIDZE,5
KHERMANCHUK,5
KHERSUN,5
KHIKHLUKHA,5
KHIKMATOV,5
KHILINSKI,5
KHILIUK,5
KHILKEVYCH,5
KHIMARODA,5
KHIMENKO,5
KHIMICHENKO,5
KHIMINETS,5
KHIMMATOV,5
KHINALSKYI,5
KHINGAVA,5
KHIRA,5
KHITRY,5
KHITSAI,5
KHITSENKO,5
KHIVRICH,5
KHIZANASHVILI,5
KHLAPUK,5
KHLIAKIN,5
KHLIFI,5
KHLIUSTIN,5
KHLIUSTOV,5
KHLOPYK,5
KHLYBOV,5
KHLYPA,5
KHLYSTSIK,5
KHMAROV,5
KHMELIAR,5
KHMELNIUK,5
KHMIALKOU,5
KHMURCHYK,5
KHODACHKEVYCH,5
KHODIACHYI,5
KHODIAKOV,5
KHODKOV,5
KHODOTAI,5
KHODUNOV,5
KHOJIMATOV,5
KHOKHIASHVILI,5
KHOKHLENKO,5
KHOKHLIN,5
KHOKHOLIAK,5
KHOKHON,5
KHOKHULIA,5
KHOLBOEV,5
KHOLIAVSKYI,5
KHOLMANSKYKH,5
KHOLMUMINOV,5
KHOLMURADOV,5
KHOLODNITSKYI,5
KHOLODYNSKYI,5
KHOLYAVKA,5
KHOMETA,5
KHON,5
KHONDOZHKO,5
KHONKIV,5
KHOO,5
KHOPTIAK,5
KHOPTIANYI,5
KHOROKHORIN,5
KHOROSHAILO,5
KHOROSHKOVSKYI,5
KHOROSTETSKYI,5
KHORTOV,5
KHORUNZHYY,5
KHOSHIMJONOV,5
KHOTIEIEV,5
KHOTS,5
KHOTTCHENKOV,5
KHRABUST,5
KHRAIS,5
KHRAMKOV,5
KHRAPEICHUK,5
KHRAPKOV,5
KHREBTATYI,5
KHREPTIUK,5
KHRESHCHYK,5
KHRIAPA,5
KHRIAPKO,5
KHRISTOV,5
KHROMAU,5
