Nazwisko_aktualne,Liczba
MOTYL,2134
JELEŃ,2132
ZALESKI,2131
OSTASZEWSKI,2130
CHOWANIEC,2129
SOSIŃSKI,2128
DĘBICKI,2126
WOJTKOWSKI,2124
OGRODNIK,2123
SAKOWSKI,2123
MILER,2122
DAWID,2120
MATUSZCZAK,2112
SZLACHTA,2111
KUSZ,2108
POPIOŁEK,2108
SZAFRANIEC,2104
IWANIUK,2103
KULIGOWSKI,2101
SARNA,2101
WIATR,2097
STADNIK,2095
KUDŁA,2094
BLOCH,2092
CZERWONKA,2091
MAJER,2091
MATYJA,2088
MOSKWA,2086
SYNOWIEC,2084
KIM,2082
MĄKA,2082
JARECKI,2080
DUDKIEWICZ,2078
ŁUCZYŃSKI,2077
CIEŚLIŃSKI,2076
PUZIO,2076
BADURA,2075
BODNAR,2072
CZARNY,2072
PLUCIŃSKI,2072
ZATORSKI,2071
KARBOWSKI,2068
ZAŁĘSKI,2068
SAGAN,2064
BAŁDYGA,2063
BOGACKI,2062
RUSINEK,2062
GANCARZ,2061
KONDRACKI,2060
ROZMUS,2060
WOJNOWSKI,2058
KUPCZYK,2057
DEPTUŁA,2053
JAKUBCZAK,2053
CYRAN,2052
MATEJA,2050
KOSIOR,2048
SUCHODOLSKI,2045
POPEK,2044
KARASIŃSKI,2043
KUNICKI,2043
SĘKOWSKI,2043
STRZELEC,2040
STACH,2039
BOCHEŃSKI,2038
CHRUŚCIEL,2038
SZMIDT,2037
BĘBEN,2036
GRZEGORZEWSKI,2034
BOROWICZ,2033
PRZYGODA,2033
MROZIŃSKI,2031
KOSIOREK,2030
MIELNIK,2030
MIROWSKI,2029
WIDERA,2029
MIKOŁAJEWSKI,2027
POZNAŃSKI,2027
BORECKI,2026
TRAWIŃSKI,2024
PACIOREK,2023
SIWAK,2017
WOLAŃSKI,2016
FRYDRYCH,2015
MADEJSKI,2015
WĄSOWICZ,2015
KRAVCHUK,2014
FORMELA,2013
KLIŚ,2011
BOGDANOWICZ,2010
NIEDŹWIEDŹ,2010
KROK,2009
MYSZKA,2008
JELONEK,2006
JÓZEFOWICZ,2006
BARCZYK,2004
CZAPLICKI,2004
KĘPIŃSKI,2003
KRAWCZYŃSKI,2003
SIUDA,2003
CZAPSKI,2000
KWAŚNIAK,2000
GAJOS,1999
PYKA,1998
ŁĄCKI,1996
SOROKA,1996
OGONOWSKI,1995
ANTONIUK,1994
BIEGAŃSKI,1993
RATAJ,1993
SAJDAK,1992
ŻELAZNY,1992
BRYK,1991
TOBIASZ,1991
GROMEK,1987
DYLEWSKI,1986
BOROWIECKI,1984
HOFMAN,1984
JANIEC,1984
WOJNAROWSKI,1984
RUSZKOWSKI,1980
PŁACZEK,1977
KARWACKI,1976
KOTARSKI,1975
PIRÓG,1973
BORUCKI,1972
KUNA,1972
ŁUKOMSKI,1969
FABISIAK,1966
STARZYŃSKI,1966
PODOLSKI,1965
JEŻEWSKI,1964
KURKOWSKI,1964
BARTOSIAK,1962
PANKOWSKI,1961
LACHOWSKI,1960
KOSSAKOWSKI,1957
KRASOŃ,1955
ZAJKOWSKI,1955
BOGUSZEWSKI,1954
ZDROJEWSKI,1954
OLEKSIAK,1953
KUŁAKOWSKI,1952
KUTA,1952
WIKTOR,1951
WĄS,1947
MYSZKOWSKI,1946
KOCUR,1944
SOBKOWIAK,1942
PIENIĄŻEK,1941
BAŃKOWSKI,1940
KUBALA,1940
SZUMSKI,1938
ĆWIEK,1937
KOC,1936
KORCZYŃSKI,1936
KOTOWICZ,1936
MROZIK,1934
CABAN,1933
ZDANOWICZ,1931
SZNAJDER,1930
ŁYSIAK,1929
MISIEWICZ,1929
KASPROWICZ,1928
KISIELEWSKI,1921
HAŁAS,1920
TWOREK,1919
WIERZBOWSKI,1919
JAROCKI,1917
OLESZCZUK,1917
GÓRZYŃSKI,1916
ROLA,1916
KUŹMIŃSKI,1915
PACEK,1915
RACHWAŁ,1913
BUDNIK,1912
JASKUŁA,1912
KOŁEK,1912
SAVCHUK,1912
PACH,1909
GLINKA,1907
JANIKOWSKI,1906
PISKORSKI,1906
SROCZYŃSKI,1903
KOZUB,1900
BIELICKI,1899
KILIAN,1899
LABUDA,1899
LUBIŃSKI,1899
NYKIEL,1899
POKORSKI,1898
SKUPIEŃ,1896
TARKOWSKI,1896
DAWIDOWICZ,1895
OLESIŃSKI,1895
LISEK,1894
WLAZŁO,1893
ZADROŻNY,1893
ŁATA,1891
JANKIEWICZ,1889
BAJOR,1886
KRASIŃSKI,1885
KUBAS,1884
POŚPIECH,1883
WALKIEWICZ,1883
RYBCZYŃSKI,1882
TOMASZEK,1882
GŁOWACZ,1881
MITURA,1881
BOGUSŁAWSKI,1880
GUZEK,1880
KUPIS,1880
SAWCZUK,1880
WOJEWODA,1880
ZIAJA,1880
ŻOCHOWSKI,1880
MARCZYK,1877
BOCIAN,1876
WYSOKIŃSKI,1875
PTASZYŃSKI,1874
GUZOWSKI,1873
NOCOŃ,1873
MIELEWCZYK,1871
SKRZYŃSKI,1871
KOCH,1870
ŻMIJEWSKI,1870
SKRZYPIEC,1869
KAWCZYŃSKI,1868
PIECHOWIAK,1868
PRZYBYŁEK,1868
KUŹNIAR,1865
RZEŹNIK,1865
ZAJDEL,1864
MATUSZEK,1863
GŁUCHOWSKI,1862
GONDEK,1860
NOSEK,1858
ZWIERZCHOWSKI,1857
MAĆKOWSKI,1855
KUPCZAK,1854
MROZOWSKI,1854
SAMBORSKI,1853
STAWSKI,1852
JACH,1851
NOWOSIELSKI,1851
KARPOWICZ,1849
CHOIŃSKI,1848
STANKOWSKI,1846
KICIŃSKI,1845
ŻBIKOWSKI,1842
OLEK,1841
ŁUKASIAK,1840
SPYCHALSKI,1837
DZIĘCIOŁ,1834
HEBDA,1834
ŁUKAWSKI,1833
DZIK,1832
BORAWSKI,1830
CISZEK,1830
JODŁOWSKI,1830
SOSNA,1830
CYWIŃSKI,1829
MARCZUK,1829
OZIMEK,1829
SOJA,1829
BOROWY,1828
SZMYT,1828
WOJNAR,1828
DRZAZGA,1826
SŁOWIKOWSKI,1826
KULKA,1825
MOMOT,1825
CAŁKA,1824
CISEK,1822
WOŹNICKI,1822
BIEDRZYCKI,1821
POŁEĆ,1821
CHOLEWIŃSKI,1819
POPOV,1817
GRABIEC,1815
SOBIERAJSKI,1815
ANIOŁ,1814
FORTUNA,1814
ROGUSKI,1811
PAWŁOWICZ,1810
ZABIELSKI,1807
DOMINIK,1805
PLATA,1805
ABRAMCZYK,1804
ROZWADOWSKI,1803
HINC,1802
MELNYCHUK,1802
TABAKA,1801
SZEWC,1800
KOBIELA,1799
ŁOBODA,1798
ADAMCZUK,1794
SUŁEK,1793
SŁOTA,1790
WINKLER,1789
STAWARZ,1787
KUKLIŃSKI,1786
KUCZERA,1784
GAWŁOWSKI,1779
DURAJ,1777
BARCZAK,1775
PATYK,1775
PŁACHTA,1773
LISZEWSKI,1772
PIWOŃSKI,1772
MACIEJCZYK,1771
LASKA,1770
MOKRZYCKI,1769
ROMAŃCZUK,1768
SKUZA,1768
ABRAMOWICZ,1767
KNOP,1767
STARCZEWSKI,1767
PRZYBYŁO,1766
PAWLACZYK,1765
KOPKA,1764
PRZYBYLAK,1764
KURIATA,1763
KALISZEWSKI,1762
PIASKOWSKI,1762
ROWIŃSKI,1761
DZIĘGIELEWSKI,1760
POLKOWSKI,1760
FORNAL,1757
WALICKI,1755
KUŚNIERZ,1753
JAKUBIK,1752
GÓRCZYŃSKI,1751
KĘDZIA,1751
KOZIKOWSKI,1751
PŁÓCIENNIK,1751
GIERSZEWSKI,1750
POPIEL,1750
WICHER,1750
GAWĘDA,1749
GIBAS,1749
WOJTYSIAK,1749
DYBOWSKI,1748
FILIPOWSKI,1748
KĘDRA,1748
CELIŃSKI,1747
GUTKOWSKI,1747
JANECKI,1745
FLORCZYK,1742
DĘBIŃSKI,1739
ROGULSKI,1736
LEJA,1733
SAS,1732
DOPIERAŁA,1731
SIEMIŃSKI,1731
CZARNOWSKI,1730
DEPTA,1730
POKORA,1730
IGNACZAK,1729
POLOK,1729
STAWIARSKI,1729
SZCZĘCH,1728
RYNKIEWICZ,1727
KWAŚNIK,1726
ŁADA,1724
BARSZCZEWSKI,1723
KLIMOWICZ,1723
WILKOWSKI,1723
MARCINEK,1722
MELLER,1722
PŁUCIENNIK,1722
PAWEŁEK,1721
BANASZKIEWICZ,1720
MIŁEK,1720
ŻACZEK,1720
KRYGIER,1716
PIEKARCZYK,1716
ZELEK,1716
PIECUCH,1715
PIWKO,1715
WALASEK,1715
WIATROWSKI,1714
CABAJ,1713
JASIAK,1711
ŁUKOWSKI,1711
PNIEWSKI,1711
ANDRZEJAK,1710
ĆWIKŁA,1708
ADAMKIEWICZ,1705
KALICKI,1705
ZAWADKA,1705
PAWLUS,1703
ZIENKIEWICZ,1702
JAROSIŃSKI,1701
KULCZYCKI,1700
KOSEK,1699
BINKOWSKI,1698
OBARA,1698
FORYŚ,1697
LUPA,1697
PANKIEWICZ,1697
SWOBODA,1697
ZDANOWSKI,1696
MIODUSZEWSKI,1695
WARDA,1695
FILA,1693
POŹNIAK,1691
CHRZĄSZCZ,1690
WALASZCZYK,1690
KUFEL,1689
JANOWICZ,1688
KUKUŁA,1687
MIAZGA,1685
GOŁDA,1684
PUSTELNIK,1684
ŻABIŃSKI,1684
FRĄCKIEWICZ,1683
JANUSZKIEWICZ,1683
SAK,1683
SZEWCZAK,1683
BIŃKOWSKI,1682
SIEŃKO,1682
JASEK,1680
SAŁATA,1680
CHMIELECKI,1679
KLICH,1678
PLISZKA,1678
DEMBIŃSKI,1677
KOWNACKI,1677
NIZIOŁEK,1677
SOBALA,1677
GONTARZ,1676
KUR,1676
BADOWSKI,1675
JUREWICZ,1675
NARLOCH,1675
SASIN,1675
SOBIECH,1675
WSZOŁEK,1672
LENARTOWICZ,1671
MOŚCICKI,1671
KOWALKOWSKI,1670
MOSZCZYŃSKI,1670
GIERCZAK,1668
SZPAKOWSKI,1667
KLIMCZYK,1666
KOŻUCH,1666
STEFANOWSKI,1666
BALIŃSKI,1665
PASIEKA,1665
PIETRUCHA,1665
CHLEBOWSKI,1663
MRUK,1661
ISKRA,1660
KRZEMIEŃ,1660
CHUDZIŃSKI,1659
MUZYKA,1658
ZIOBRO,1658
MATYSEK,1657
SKRZYPCZYK,1657
SOŁTYSIK,1657
TERLECKI,1657
MAŁACHOWSKI,1656
SKOTNICKI,1656
KWAPISZ,1655
BIENIAS,1651
DANILUK,1651
BĄCZKOWSKI,1650
GŁUSZEK,1650
KAZIMIERSKI,1650
PIECHOWSKI,1650
DOMIN,1649
JASIK,1648
KACPERSKI,1648
KOŚMIDER,1648
OPALIŃSKI,1648
BONIECKI,1647
ŚWITALSKI,1647
KLESZCZ,1645
KOŚCIELNY,1645
SZYDŁO,1645
LIGĘZA,1644
BARTOSZEWICZ,1643
MLECZKO,1641
GŁODEK,1640
PIKUŁA,1640
SAŁEK,1638
KORALEWSKI,1637
SAMSEL,1636
SZMIT,1636
SOLARZ,1635
BARTOSZ,1634
PEPLIŃSKI,1633
WOLANIN,1633
DUTKA,1632
PARZYCH,1632
BROŻYNA,1630
KRZYŻANIAK,1630
CZOP,1626
KAIM,1625
MAKSYMIUK,1625
ŚWIĘCICKI,1625
STASIK,1622
GWIZDAŁA,1619
PAWEŁCZYK,1619
CZERNIAWSKI,1617
FICEK,1617
RYSZKA,1617
WANAT,1617
PIELA,1616
RUTA,1615
GAWRYŚ,1614
GRABIŃSKI,1613
BĘBENEK,1612
KASIŃSKI,1612
MANIA,1611
SARNECKI,1611
ROSTKOWSKI,1608
SOBOL,1608
DRAGAN,1607
OCHMAN,1607
PIECHA,1607
LECHOWICZ,1605
BAŃKA,1604
NIEDBAŁA,1604
KLIMKIEWICZ,1603
DRAB,1602
KONKOL,1602
KUŁAGA,1601
PONIATOWSKI,1601
ZDUŃCZYK,1601
IDZIKOWSKI,1600
KOPIEC,1600
SIWIŃSKI,1600
RUDENKO,1599
RZEPA,1599
BARNAŚ,1598
CICHOWSKI,1598
IGNASIAK,1598
SADŁOWSKI,1598
BIL,1597
MATKOWSKI,1594
MICHALEC,1594
GÓRNIK,1592
KANTOR,1592
ŚWINIARSKI,1591
URBANIK,1591
KARWAT,1589
KOSAKOWSKI,1589
OKOŃSKI,1589
KŁAK,1588
OLEJARZ,1588
PALKA,1588
JURGA,1587
KRZYSZTOFIK,1586
STASIUK,1585
BAJER,1584
CIESZYŃSKI,1583
CIEŚLAR,1583
KOSECKI,1583
VOLOSHYN,1580
PRUSAK,1579
DOMARADZKI,1578
BORZĘCKI,1577
ORLIŃSKI,1577
SZYMBORSKI,1575
POLAKOWSKI,1574
ORLIK,1573
SYPNIEWSKI,1573
BASIŃSKI,1571
SZYMURA,1571
KIERZKOWSKI,1570
ŁOZIŃSKI,1569
BŁASIAK,1567
WILCZAK,1567
SŁABY,1566
DUDKA,1565
PORADA,1565
MAJCHROWSKI,1564
GRAD,1563
MACIAK,1563
BOMBA,1562
ULATOWSKI,1562
LYSENKO,1561
KUŹNIK,1560
TARGOSZ,1560
BABIŃSKI,1559
JAWOROWSKI,1557
SADKOWSKI,1557
MARCHENKO,1556
WĄTROBA,1556
BOCZEK,1554
JAGIEŁA,1554
KACPRZYK,1554
MACHAJ,1554
CZARNIK,1553
JABŁONOWSKI,1553
JURASZEK,1552
SZCZĘŚNIAK,1552
HAVRYLIUK,1549
PRZYBOROWSKI,1549
ŻYDEK,1549
ŁUKASZCZYK,1548
JARZĄB,1547
ZARZECKI,1547
MUSIELAK,1546
BRZÓSKA,1545
GRUSZECKI,1545
KUSTRA,1544
KRYŃSKI,1543
ROJEWSKI,1543
SKOCZEŃ,1543
GAWIN,1541
KASPRZYCKI,1541
WINIARCZYK,1541
TOCZEK,1540
SÓJKA,1539
CHĘCIŃSKI,1537
KĄDZIELA,1537
PALIWODA,1537
BRYL,1536
JASZCZUK,1534
STEFANOWICZ,1534
LEWKOWICZ,1532
MYŚLIŃSKI,1531
WAWER,1531
KISZKA,1530
PŁOTKA,1529
SABAT,1529
KĄDZIOŁKA,1528
KLEPACKI,1528
TYSZKA,1528
ZĄBEK,1528
GŁUCH,1527
SUSZEK,1527
KORYCKI,1526
NAPORA,1526
WACHOWICZ,1526
GRALAK,1525
MRÓWKA,1525
CHMIELOWIEC,1524
CICHECKI,1524
DYRDA,1524
KRZYWDA,1524
JAGŁA,1522
SHVETS,1522
SPYRA,1522
WIKTOROWICZ,1522
JÓZEFIAK,1521
MIERNIK,1521
KARBOWIAK,1520
WOJTAŚ,1520
MICKIEWICZ,1519
WALA,1516
SUDER,1515
BOCZKOWSKI,1513
PIETRASIK,1512
GALANT,1511
GIEMZA,1511
JARZYNA,1511
GŁÓD,1509
NIKIEL,1509
SAVCHENKO,1508
FIRLEJ,1507
MOCZULSKI,1506
BAŁA,1505
KALEMBA,1504
KOTECKI,1502
WRONKA,1502
BYKOWSKI,1500
SUKIENNIK,1499
BURAK,1495
KOPERSKI,1494
OSIAK,1494
SKWARA,1494
ŚWISTAK,1493
BRZOSTEK,1492
KACZMARZYK,1492
SOBIECKI,1492
SUWAŁA,1492
CHRZAN,1491
CZERNIK,1491
KONIK,1491
STEFAŃCZYK,1491
GRALA,1490
LIPOWSKI,1490
CISOWSKI,1489
KUŚMIERCZYK,1489
KOCOT,1488
SŁOMSKI,1488
GĘBALA,1487
KOROL,1487
TAŃSKI,1487
ŻYWICKI,1485
KUŚMIERZ,1484
PODOLAK,1484
KLOCEK,1483
PRZYTUŁA,1483
STEFANIUK,1482
JOPEK,1481
POGODA,1480
ANTOSIK,1479
CIOSEK,1479
KOCIOŁEK,1477
GOŁDYN,1476
BIAŁOWĄS,1475
POLOCZEK,1475
ZYŚK,1475
MNICH,1473
TYSZKIEWICZ,1473
PIETKIEWICZ,1472
WŁODARCZAK,1468
CZERNECKI,1467
RADZIK,1467
KUŁAK,1466
DEJA,1465
PAWLUK,1465
SZERSZEŃ,1465
BAJOREK,1464
BALCER,1464
BATKO,1463
MIOTK,1463
PIÓRO,1463
CHROSTOWSKI,1462
KOTWICA,1462
LANGNER,1461
PŁAZA,1461
SIWIK,1461
STAŚKIEWICZ,1461
DMOCHOWSKI,1460
KRZYŻAK,1460
ROKOSZ,1460
GODEK,1459
KRUPSKI,1459
SZMIGIEL,1459
RAPACZ,1458
GRĄDZKI,1457
RODZIEWICZ,1457
KRET,1456
CIECHANOWSKI,1455
ORLIKOWSKI,1453
PABIAN,1453
PIETRASZEK,1452
KRYSZTOFIAK,1451
PODSIADŁY,1451
GINTER,1450
KRZYWICKI,1450
TĘCZA,1450
BUTKIEWICZ,1449
PAWELCZYK,1449
BĘDKOWSKI,1448
KWIDZIŃSKI,1448
JAREK,1447
GOŁAWSKI,1446
ŁĘCKI,1446
BOLEK,1444
CHYŁA,1444
FILIPKOWSKI,1444
JAŻDŻEWSKI,1444
FEDOROWICZ,1442
SZYSZKO,1442
WASIK,1442
STAROSTA,1440
WENTA,1440
JAŃCZAK,1439
TALAGA,1439
MICHNA,1438
PIETRUSZEWSKI,1438
WOJTALA,1438
ŻÓŁTOWSKI,1437
KURZEJA,1436
GRZESZCZAK,1435
MISZCZUK,1435
PRZYWARA,1435
KASZA,1434
MĄCZYŃSKI,1434
PACHOLSKI,1434
STRUZIK,1434
TYCZYŃSKI,1433
KRYNICKI,1432
MIŁKOWSKI,1431
PAVLIUK,1431
PETRENKO,1431
SULIMA,1431
BRZOZA,1430
PYTLIK,1430
STARZYK,1430
ANDRUSZKIEWICZ,1427
PUDŁO,1427
KORCZ,1426
MÜLLER,1426
FRANCZYK,1425
DZIUBEK,1424
KUSHNIR,1423
ŁASKI,1423
OBRĘBSKI,1423
RUSIECKI,1423
BARTOSZEWSKI,1422
FISZER,1422
BOROWIK,1421
PIEKUT,1421
ZHUK,1420
ZAWIERUCHA,1419
DEREŃ,1418
GORZKOWSKI,1418
KAPAŁA,1417
KARBOWNIK,1415
KUCZKOWSKI,1415
WEGNER,1415
KOCIK,1414
KOTAS,1414
ŁAGOWSKI,1414
ŚWIDEREK,1413
ŻABA,1413
BRZEZICKI,1412
PAŁASZ,1412
SZCZEPKOWSKI,1412
WOŁOWIEC,1411
KACZKOWSKI,1410
MŁYŃSKI,1410
TARNAWSKI,1408
RUSAK,1407
GUCWA,1406
MALCZYK,1406
PASZKO,1406
GÓŹDŹ,1405
KURPIEWSKI,1405
PTASZEK,1405
KUKIEŁKA,1404
BARYŁA,1403
KMITA,1403
KOSICKI,1403
PETROV,1403
GÓRNICKI,1402
ŁOJEK,1401
JEDLIŃSKI,1399
GOŹDZIK,1398
WASILUK,1398
BARTKIEWICZ,1397
GRUBA,1396
KUBIŃSKI,1396
SMAGA,1394
STANIK,1394
HUK,1393
WIERZBA,1393
REGULSKI,1391
SZABLEWSKI,1391
BARTOS,1389
SOBECKI,1389
CHMIELOWSKI,1388
CHODOROWSKI,1388
KULAK,1388
ŻĄDŁO,1388
SADŁO,1387
WASZCZUK,1387
GOLIK,1386
GRONOWSKI,1386
RAFALSKI,1386
KOCOŃ,1385
NIEWĘGŁOWSKI,1385
SCHULZ,1385
SKRZYNIARZ,1385
JĘDRZEJAK,1384
NOWIK,1384
GĘBSKI,1383
STRZYŻEWSKI,1383
ROGACKI,1382
JANCZEWSKI,1381
RAWSKI,1381
RICHTER,1381
SKOCZEK,1381
STOLAREK,1381
NOWOSAD,1380
NĘDZA,1378
KROPIDŁOWSKI,1376
ZIÓŁEK,1376
LIPA,1374
SZAŁKOWSKI,1374
MALIŃSKI,1373
OLKOWSKI,1373
PAŁYS,1373
CEGIELSKI,1372
SAWA,1372
BLICHARZ,1371
JARZYŃSKI,1371
PAKULSKI,1371
KIEDROWSKI,1370
CIEPLIŃSKI,1369
KARP,1368
LESIŃSKI,1368
ZWIERZYŃSKI,1368
FĄFARA,1367
WALKOWSKI,1367
KONIOR,1365
IDZIAK,1364
MAKOWIECKI,1364
DRĄŻEK,1363
KURDZIEL,1363
MIELNICZUK,1363
LIBERA,1362
RZESZUTEK,1362
MACHURA,1361
WĄCHAŁA,1361
GNIADEK,1360
LISIAK,1360
PERZ,1359
KRAWCZAK,1358
PTASIŃSKI,1357
SZCZECIŃSKI,1357
ŻYGADŁO,1357
CZECHOWICZ,1355
FRYC,1355
ŚMIAŁEK,1355
KASZUBOWSKI,1354
SAKOWICZ,1354
SARZYŃSKI,1354
WIEWIÓRA,1353
ROMANOWICZ,1352
JAMROZIK,1351
KĘSKA,1351
KIJEWSKI,1350
KRASNODĘBSKI,1350
LEE,1350
WIĘCŁAW,1350
BRYŚ,1349
STARZEC,1349
DMOWSKI,1348
MARSZAŁ,1348
JURA,1347
KOŁTUN,1347
MIGDAŁ,1347
STYŚ,1346
WOJCIESZAK,1346
NIEWIŃSKI,1345
KRYCZKA,1344
MOŻDŻEŃ,1344
SULEJ,1344
JELIŃSKI,1343
MATUSZCZYK,1343
KONIECZKA,1342
MRÓWCZYŃSKI,1342
AUGUSTYNOWICZ,1341
BORUTA,1341
JAKUBEK,1341
KOBIAŁKA,1341
OPAŁKA,1341
WAŻNY,1340
RĘBISZ,1338
ZAMOJSKI,1338
CZEKAŁA,1337
GRZEGOREK,1337
KMIECIAK,1337
KOCHAN,1337
SZREDER,1337
BUJNOWSKI,1336
MAGDZIARZ,1334
BRZÓZKA,1333
KOTŁOWSKI,1333
ŚMIETANA,1333
CZEKALSKI,1332
MADEJA,1332
SKARŻYŃSKI,1331
STROJNY,1331
WOJTAL,1331
DZWONKOWSKI,1330
MARCZYŃSKI,1330
WALCZUK,1330
BIGOS,1329
GAPIŃSKI,1329
CZARKOWSKI,1328
ŁUPIŃSKI,1328
MURZYN,1328
PALACZ,1328
BACZEWSKI,1326
DZIADOSZ,1326
DĘBEK,1325
KOSTIUK,1325
WOLF,1325
KLYMENKO,1324
PROKOPOWICZ,1324
STACHYRA,1324
ŚWIĘTEK,1324
HUMENIUK,1323
LANGER,1323
BŁAŻEJCZYK,1322
KAPŁON,1321
STEPANIUK,1320
SZYMKIEWICZ,1320
KARASIEWICZ,1319
MAŁKIEWICZ,1319
STRZAŁKA,1319
BIZOŃ,1318
KOLIŃSKI,1318
MICHNIEWICZ,1318
PACYNA,1318
ŻUROWSKI,1318
CHORNYI,1316
DANIELEWICZ,1316
NIEDŹWIEDZKI,1316
DZIUBIŃSKI,1315
KRAUS,1315
WĄDOŁOWSKI,1315
RYDZ,1314
MARCHUK,1312
MIŁOSZ,1312
CYBULA,1311
ŁUKASZUK,1309
MATUŁA,1308
PAVLENKO,1308
GRAJEWSKI,1307
RADZIEJEWSKI,1307
SIELSKI,1307
CZOPEK,1305
GACA,1305
MAŚLAK,1305
ZANIEWSKI,1305
GUZY,1304
LUBAŃSKI,1304
OKRÓJ,1304
WOŁEK,1304
JAWOREK,1303
DOROSZ,1302
GĘBKA,1302
PAŁCZYŃSKI,1302
SKAWIŃSKI,1302
FIJOŁEK,1300
MATYS,1300
MIKRUT,1300
BŁOCH,1299
PSZCZÓŁKOWSKI,1299
SKÓRKA,1299
SOKALSKI,1299
BAJ,1298
STRÓŻYK,1298
HAWRYLUK,1296
PUDEŁKO,1296
GOŚCINIAK,1295
KRYSIŃSKI,1295
SŁOMA,1295
CIECIERSKI,1294
KLIMKOWSKI,1294
MAZGAJ,1294
SIEKIERSKI,1294
WOCH,1294
KURZYŃSKI,1293
OLSZOWY,1293
BAR,1292
GRUCHAŁA,1291
PAROL,1291
PELCZAR,1291
GREŃ,1289
KŁYS,1289
MICHTA,1289
STĘPIŃSKI,1289
FURMANEK,1288
SURMACZ,1287
ŚMIGIEL,1287
KOŹLIK,1286
LIZAK,1286
LATOS,1285
PRUSZYŃSKI,1285
TYBURSKI,1285
GROMADZKI,1284
KARCZMARCZYK,1284
KUMOR,1283
OCZKOWSKI,1282
SIECZKA,1282
WALASZEK,1282
WYKA,1282
DOBEK,1281
ARCISZEWSKI,1279
FIC,1279
GAIK,1279
KALATA,1278
POTOCZNY,1278
JANECZKO,1277
REKOWSKI,1277
CZERSKI,1275
GRZĘDA,1275
JAROSZEK,1275
POTRYKUS,1275
GABOR,1274
GALUS,1274
RYGIELSKI,1274
PADUCH,1273
JUSZKIEWICZ,1272
RADOŃ,1272
JAROSZEWICZ,1271
WOJTKIEWICZ,1271
BACH,1270
GRZANKA,1270
KULCZYŃSKI,1269
RYCHTER,1269
BARSKI,1268
BIEGUN,1268
BUCZAK,1267
GAŁEK,1267
KOLANO,1267
KULYK,1267
NOGAJ,1267
PALUSZKIEWICZ,1267
KOTULA,1266
KUĆ,1266
GALA,1264
SŁUPSKI,1263
STOPKA,1263
JANOTA,1262
PASTUSZAK,1262
POMORSKI,1262
BRZYSKI,1261
CHABOWSKI,1261
PROKOPIUK,1261
RUTKA,1261
KUBAT,1259
PŁOŃSKI,1259
ROSÓŁ,1259
ADAMOWSKI,1258
KRAVETS,1258
NAKONIECZNY,1258
SOSZYŃSKI,1258
ŻYŁKA,1258
BARTYZEL,1256
TKOCZ,1256
BABICZ,1255
OCHOCKI,1255
BONK,1254
ŁUNIEWSKI,1254
MIGAS,1254
CIURA,1253
SKÓRSKI,1253
STANIEK,1253
KABAT,1251
SIEK,1251
FIEDOROWICZ,1250
POWROŹNIK,1250
ŁABĘDZKI,1249
PALA,1249
WALTER,1249
BŁASZKOWSKI,1248
RAJSKI,1248
CEGLAREK,1247
MAMEDOV,1246
NAWARA,1246
TARCZYŃSKI,1246
BISKUPSKI,1245
GÓRAK,1245
GURGUL,1245
BAZAN,1244
KONEFAŁ,1244
DOLECKI,1243
ŁOPATA,1243
KIJAK,1242
REK,1242
KLECHA,1240
GRADOWSKI,1237
DRZYMAŁA,1236
MARCISZ,1236
SOBIESKI,1236
WENCEL,1236
CIBOROWSKI,1235
CIUPA,1235
KUPKA,1235
KWIEK,1235
MARCHLEWSKI,1235
BUCKI,1234
KARDASZ,1233
KUZMENKO,1233
SZYMONIAK,1233
KUBERA,1232
PRZYBYŁOWSKI,1232
GARBOWSKI,1231
TKACH,1231
GŁĘBOCKI,1230
IDZIK,1229
JASZCZAK,1229
WISZOWATY,1229
ZACHARSKI,1229
DUDZIC,1228
KUBIŚ,1228
LAZAR,1228
WIERCIŃSKI,1228
RÓŻALSKI,1227
SOLIŃSKI,1227
TREDER,1227
KARDAS,1226
SMOLAK,1226
WRZESZCZ,1226
ZIEMIŃSKI,1225
SZABŁOWSKI,1224
BRZOSTOWSKI,1223
KASPERCZYK,1223
BAKALARZ,1222
BRODZIŃSKI,1221
DURKA,1221
FIGURSKI,1221
KOCJAN,1221
WAJS,1221
KONKEL,1220
RACZEK,1220
WOŹNICZKA,1220
PAŹDZIOR,1219
SITKOWSKI,1219
BĄCZYK,1218
GRZYWA,1218
KONARZEWSKI,1218
FOLTYN,1217
HOPPE,1216
MACIOŁEK,1216
NIZIOŁ,1216
CZARNIECKI,1215
KRAMARZ,1215
MASTERNAK,1215
SMOLARCZYK,1215
JAROMIN,1214
RAJEWSKI,1214
WEISS,1214
DOMBROWSKI,1213
LEHMANN,1213
BANASZCZYK,1212
FRONTCZAK,1212
LEVCHENKO,1212
KURAS,1211
WIĘCH,1211
KOPAŃSKI,1210
STRUGAŁA,1210
ZAPART,1209
BUDZIK,1208
MAZUROWSKI,1207
BUJALSKI,1206
RUSZCZYK,1206
SIDOROWICZ,1206
TOMASIAK,1205
BYCZKOWSKI,1204
KLUCZYŃSKI,1204
RADWAN,1204
SULEWSKI,1204
STRĄCZEK,1203
DOMŻALSKI,1202
STYCZEŃ,1202
ŚWIĘCH,1202
GAŁKOWSKI,1201
MRZYGŁÓD,1201
SZYDLIK,1201
FALKIEWICZ,1200
JAKUBOWICZ,1200
STAŃKO,1200
