Nazwisko_aktualne,Liczba
HĘCIK,3
HĘDRYKOWSKA,3
HÉJJ,3
HÉLI,3
HÉNONIN,3
HFAISSI,3
HIBII,3
HIBLER,3
HICHRI,3
HICKE,3
HIDANOVIĆ,3
HIDZIAK,3
HIEKE,3
HIERA,3
HIERASIMCZYK,3
HIERLIAND,3
HIERONIMCZAK,3
HIGASHINO,3
HIGDON,3
HIGGINBOTHAM,3
HIGHTON,3
HIGNETT,3
HIGSON,3
HIHI,3
HIHLIUK,3
HIHOLAIEVA,3
HIIENKO,3
HIIESH,3
HIIEVSKA,3
HIIUK,3
HIKAWY,3
HIKMAN,3
HILARECKA-KABA,3
HILBER,3
HILBICH,3
HILDEBRANSKI,3
HILENENKO,3
HILEY,3
HILFANOVA,3
HILIANCHUK,3
HILKER,3
HILLBERG,3
HILLEKE,3
HILLESHEIM,3
HILLMEIER,3
HILLO,3
HILMI,3
HILSKA,3
HILTAWSKI,3
HILWANI,3
HIMANEK,3
HIMMELMANN,3
HIMML,3
HIMNER,3
HIN,3
HINATULINA,3
HINCKLEY,3
HINDEMITH,3
HINDES,3
HINDLE,3
HINDLEY,3
HINDYCH,3
HINENZON,3
HINGLOT,3
HINISLI,3
HINKIELMAN,3
HINNA,3
HINT,3
HINTERMEIER,3
HINTSIAK,3
HIORHADZE,3
HIPIK,3
HIPLER,3
HIRAI,3
HIRAKO,3
HIRBA,3
HIRCHA,3
HIRCHY-ŻAK,3
HIRDES,3
HIRILISHENA,3
HIRNER,3
HIRNYJ,3
HIRON,3
HIRORI,3
HIROTA,3
HIRSCHBEIN,3
HIRSCHBERGER,3
HIRSHFELD,3
HIRSZMANN,3
HIRTHE,3
HIRTZ,3
HIRTZEL,3
HIRUS,3
HIRUTS,3
HIRWA,3
HIRZ,3
HIRZEWSKA,3
HISANAWI,3
HISCHTIN,3
HISHON,3
HITERMAN,3
HITS,3
HITUN,3
HIULALIIEVA,3
HIULIZARIAN,3
HIZHDEVAN,3
HIZHOVSKA,3
HJALMARSSON,3
HJÁLMARSDÓTTIR,3
HJORTUNG,3
HLABA,3
HLABCHASTA,3
HLADIL,3
HLADILOVYCH,3
HLADKÁ,3
HLADKEVICH,3
HLADKOSKOK,3
HLADOVSKA,3
HLADSKYKH,3
HLADYSHAVA,3
HLAHOLA,3
HLAHOLIUK,3
HLAL,3
HLAMAZDENKO,3
HLAMBOTSKAYA,3
HLAUKA,3
HLAVATÁ,3
HLAVÁČKOVÁ,3
HLAVCHUK,3
HLAVČOVÁ,3
HLAVINSKA,3
HLAVYTSKA,3
HLAWSKA,3
HLAZ,3
HLAZAVA,3
HLAZEBNA,3
HLAZHEVSKA,3
HLEBIECKA,3
HLEBKA,3
HLEDENKO,3
HLEIDMAN,3
HLEMBOTSKAYA,3
HLEMBYTSKA,3
HLENIUK,3
HLIAMBOTSKAYA,3
HLIAS,3
HLIAZNUTSOVA,3
HLIBA,3
HLIBICHUK,3
HLIBOWSKA,3
HLIEBUSHEVA,3
HLIOZA,3
HLIVANSKA,3
HLIVKA,3
HLIWIATCZYN,3
HLIZHYNSKA,3
HLOD,3
HLOPHE,3
HLOSHCHUK,3
HLOSHKO,3
HLOTAVA,3
HLOTKO,3
HLOUŠKOVÁ,3
HLOVITSKA,3
HLUBIŃSKA,3
HLUDYK,3
HLUKHANCHUK,3
HLUKHANYCH,3
HLUKHATARENKA,3
HLUKHOTA,3
HLUKHOVATA,3
HLUKHOVERIA,3
HLUMAKOVA,3
HLUSHA,3
HLUSHANOK,3
HLUSHENIA,3
HLUSHII,3
HLUSHKEVYCH,3
HLUSHONAK,3
HLUSZCZYK,3
HLUTSKA,3
HLUVKO,3
HLUZDAN,3
HLUZMAN,3
HLYBITSKA,3
HLYBOVYTSKA,3
HLYNIANIUK,3
HLYVENKO,3
HŁADKULIK,3
HŁADYJ,3
HŁADYSZOWSKA,3
HŁOPAŚ,3
HŁOTOW,3
HŁUCHEŃKI,3
HŁYWKA,3
HMAIED,3
HMIDI,3
HMIR,3
HMISSI,3
HNASYUK,3
HNATII,3
HNATKEVYCH,3
HNATSIUK,3
HNATUSHA,3
HNATUSHAK,3
HNATUSKO,3
HNÁT,3
HNEDI,3
HNENENKO,3
HNETSKO,3
HNEVANOVA,3
HNEZDYUK,3
HNIADZKO,3
HNIBEDA,3
HNIEDAIA,3
HNIEVUSH,3
HNILICHENKO,3
HNILITSKAYA,3
HNILOKOZOVA,3
HNIPA,3
HNITCHENKO,3
HNITSEVICH,3
HNOIEVETS,3
HNUNIAN,3
HNUSKOVA,3
HNYDINA,3
HNYDYSZYN,3
HNYLOKOZOVA,3
HNYLOZUB,3
HNYLYTSIA,3
HNYLYUKH,3
HOẞ,3
HOAGLAND,3
HOANGOVÁ,3
HOAR,3
HOBANOVA,3
HOBELSBERGER,3
HOBERG,3
HOBLER-MICHERSKA,3
HOBLYK,3
HOBRII,3
HOBUSCH,3
HOBYSH,3
HOCHE,3
HOCHEDLINGER,3
HOCHENBERG,3
HOCHHERZ,3
HOCHHOLD,3
HOCHICZ,3
HOCHLEWICZ,3
HOCHMAN GUTMAN,3
HOCHOLSKA,3
HOCHREUTER,3
HOCHSTÄTTER,3
HOCHSTÖGER,3
HOCHSTRAT,3
HOCIMSKA,3
HOCINE,3
HOCKS,3
HOCZKIEWICZ,3
HOĆKO,3
HODAJ,3
HODENIUK,3
HODERDZISHVILI,3
HODGDON,3
HODIN,3
HODLOVSKA,3
HODO,3
HODOBA,3
HODROJ,3
HODYMCHUK,3
HODYNCHUK,3
HODZENKO,3
HODZHAL,3
HODZIAK,3
HODZISH,3
HODŻA,3
HODŻAJAN,3
HOEBEN,3
HOECEL,3
HOEFINGER,3
HOEFS,3
HOEFTMANN,3
HOEK,3
HOELKE,3
HOELLER,3
HOENE-WROŃSKA,3
HOERNER,3
HOEVER,3
HOEY,3
HOEZOO,3
HOFERICHTER,3
HOFERIUK,3
HOFFERT,3
HOFFMANN-DERLACKA,3
HOFFNUNG CWAIGENBAUM,3
HOFGÄRTNER,3
HOFLINGER,3
HOFMANN-SAMELAK,3
HOFRYK,3
HOFSOE,3
HOFSTAETER,3
HOFSZNAJDER,3
HOGLICH,3
HOHENKO,3
HOHERCHAK,3
HOHL,3
HOHU,3
HOHULENKO,3
HOHULINA,3
HOIDOSH,3
HOIEVA,3
HOILO,3
HOINYK,3
HOISTER,3
HOIVANOVYCH,3
HOJAR,3
HOKK,3
HOKUSZ,3
HOLACKA,3
HOLANOVÁ,3
HOLAVSKA,3
HOLBAND,3
HOLBERH,3
HOLBOWSKA,3
HOLCGREBER,3
HOLCHANSKA,3
HOLCHUK,3
HOLCMAN DE MARSILLAC,3
HOLCOMB,3
HOLDASHEVSKA,3
HOLDENMAYER,3
HOLDES,3
HOLE,3
HOLEČKOVÁ,3
HOLEJKO,3
HOLENA,3
HOLENISZCZY,3
HOLEŃSKA,3
HOLESCH,3
HOLESHCHYKHINA,3
HOLESZCZUK,3
HOLESZOWSKA,3
HOLEWAY,3
HOLF,3
HOLGADO DIAZ,3
HOLHOZHYNSKA,3
HOLIAT,3
HOLIBA,3
HOLICZEK-NIEDBAŁA,3
HOLIENSHYNA,3
HOLIIAD,3
HOLIIANT,3
HOLIKAVA,3
HOLINA,3
HOLINEVYCH,3
HOLINEY,3
HOLINGER,3
HOLISZOWSKA,3
HOLITSCHKE,3
HOLIUKA,3
HOLIUSH,3
HOLLANDA,3
HOLLENBECK,3
HOLLERAN,3
HOLLESCH,3
HOLLINGSHEAD,3
HOLLINS,3
HOLLM,3
HOLLSTEIN,3
HOLLWEG,3
HOLMANT,3
HOLMER,3
HOLMSTRÖM,3
HOLOBIR,3
HOLODUKHINA,3
HOLODYSHYN,3
HOLODZON,3
HOLOFASTOVA,3
HOLOIDA,3
HOLOIMOVA,3
HOLOKOLOS,3
HOLOMIDOVA,3
HOLOMOVZA,3
HOLOMOZENKO,3
HOLOMSHA,3
HOLOSKOK,3
HOLOVAI,3
HOLOVANSKA,3
HOLOVATOVA,3
HOLOVCHYNSKA,3
HOLOVENKINA,3
HOLOVENSKA,3
HOLOVERDA,3
HOLOVIUK,3
HOLOVNYA,3
HOLOVNYTSKA,3
HOLOVONKINA,3
HOLOVYNA,3
HOLOWNIA,3
HOLSHEVSKA,3
HOLSZAŃSKA-BŁASZCZYK,3
HOLTEN,3
HOLTHAUSEN,3
HOLTZMAN CESARMAN,3
HOLUBA,3
HOLUBANOVA,3
HOLUBENETS,3
HOLUBIOVA,3
HOLUBKINA,3
HOLUBNICHENKO,3
HOLUBONKOVA,3
HOLUBOSH,3
HOLUBYKH,3
HOLUBYNSKA,3
HOLUMBIOVSKA,3
HOLUMI,3
HOLUSHKOVA,3
HOLWA,3
HOLWEG-ŚCIEPŁEK,3
HOLYDA,3
HOLYSHKINA,3
HOLZA,3
HOLZBERG,3
HOLZKE,3
HOLZNER,3
HOLZWARTH,3
HOŁODOWA,3
HOŁODOWICZ,3
HOŁOMEJKO,3
HOŁOPIAK,3
HOŁOSIEWICZ,3
HOŁOWACIENKO,3
HOŁOWADCZUK,3
HOŁUB VEL GOŁĄB,3
HOŁUP,3
HOŁYŃSKI,3
HOMA-BOŃKOWSKA,3
HOMANAVA,3
HOMANKOVA,3
HOMAN-RUSSELL,3
HOMAZAVA,3
HOMECHKO,3
HOMELIAK,3
HOMENCHUK,3
HOMENETSKA,3
HOMICZ,3
HOMINIEC,3
HOMKO,3
HOMLIAKOVA,3
HOMME,3
HOMOLKO,3
HOMOLOVÁ,3
HOMONIEC,3
HOMOZOVA,3
HOMZAR,3
HOMZIKOVA,3
HOMZYAK,3
HONCHAROVSKA,3
HONCZAREK,3
HONCZAROWA,3
HONDARENKO,3
HONDAREVA,3
HONDERA,3
HONDIA,3
HONDOBREI,3
HONDUSOVA,3
HONE,3
HONETSKA,3
HONEVYCH,3
HONGKHAM,3
HONINGS,3
HONINIK,3
HONIOK,3
HONORÉ,3
HONRICHS,3
HONSEK,3
HONSIĆ,3
HONTARCHUK,3
HONTI,3
HONTOVIUK,3
HONTOVYCH,3
HONTZIA,3
HONYMAR,3
HONYTEL,3
HONZATKO,3
HONZHAK,3
HOŃ,3
HOOGE,3
HOOGERBRUGGE,3
HOOGEVEEN,3
HOOGLAND,3
HOOIJMAN,3
HOPCHAK,3
HOPELTATIUK,3
HOPESON,3
HOPFENGART,3
HOPLAR,3
HOPPE-GOŁĘBIEWSKA,3
HOPPE-KOWALSKA,3
HOPPE-TALAŚKA,3
HOPPMANN,3
HOPTA,3
HOPWOOD,3
HOR,3
HORAČEK,3
HORAIKO,3
HORALECHKO,3
HORALEVYCH,3
HORANYNA,3
HORBACZEWSKI,3
HORBALINSKA,3
HORBANOVSKA,3
HORBANSKA,3
HORBARCZEK,3
HORBATOK,3
HORBENKOVA,3
HORBERG,3
HORBIL,3
HORBIVNENKO,3
HORBKOVA,3
HORBOLEWICZ,3
HORBOLINSKA,3
HORBONOSOVA,3
HORBOVTSOVA,3
HORBULINSKA,3
HORBYNA,3
HORBYSHENA,3
HORCHEVA,3
HORCHUK,3
HORCZYCZAK,3
HORDAN,3
HORDASHEVSKA,3
HORDICH,3
HORDIIANCHUK,3
HORDIIASHCHENKO,3
HORDIICHYK,3
HORDIJCZUK,3
HORDIJEWICZ,3
HORDIN,3
HORDIY,3
HORDIYENKO,3
HORDOK,3
HORDONDI,3
HORDYEYEVA,3
HORDYNETS,3
HORDZAMASHVILI,3
HORDZIEJCZUK,3
HORECHKA,3
HOREN,3
HORESHNIAKOVA,3
HORESKUL,3
HOREVANOVA,3
HOREWICZ,3
HORĘDA,3
HORHAN,3
HORHULENKO,3
HORIACHKA,3
HORIANOVA,3
HORICHEVA,3
HORICHEVSKA,3
HORIELIK,3
HORIELIKOVA,3
HORIENKOVA,3
HORILENKO,3
HORILYK,3
HORISBERGER,3
HORIUCHKINA,3
HORIUKHA,3
HORIVCHUK,3
HORIVSHCHENKO,3
HORJALES WSZEBOR,3
HORKEVYCH,3
HORKINA,3
HORKOVSKA,3
HORLAICHUK,3
HORLEVSKA,3
HORLITSKA,3
HORLYTSKA,3
HORNBOSTEL,3
HORNCASTLE,3
HORNICKI,3
HORNICZAN,3
HORNIČÁK,3
HORNSBY,3
HORNSCHUH,3
HORNUK,3
HORNYCH,3
HORNYLO,3
HORŇÁKOVÁ,3
HOROBCHYSHYNA,3
HOROBCZUK,3
HOROBEC,3
HOROBIICHENKO,3
HORODCHENKO,3
HORODECZNY,3
HORODENCHUK,3
HORODIANYN,3
HORODIVSKA,3
HORODNICZA,3
HORODNYA,3
HORODZIKIEWICZ,3
HOROKHIVSKA-VERBOVETSKA,3
HOROKHOVTSEVA,3
HOROLIUK,3
HORONESKUL,3
HORONŻY,3
HOROPATSKA,3
HOROSHCHAK,3
HOROSHKOVYCH,3
HOROSHYLOVA,3
HOROSOV,3
HOROWICZ SUTTON,3
HOROWIEC,3
HOROZHEIEVA,3
HOROŻAŃSKA,3
HOROŻYŃSKA,3
HORSCH,3
HORSHCHAK,3
HORSHKO,3
HORSHKOVSKA,3
HORSHTAINER,3
HORSKAYA,3
HORSZT,3
HORTA,3
HORUKHA,3
HORUNOVA,3
HORUPASHENKO,3
HORVATEK,3
HORVÁT,3
HORWATT,3
HORWOOD,3
HORYACHKOVSKA,3
HORYAYNOVA,3
HORYCHEVSKA,3
HORYCKA,3
HORYCZNY,3
HORYGA,3
HORYNECKA,3
HORYNICA,3
HORYNINA,3
HORYS,3
HORYSHEVSKA,3
HORYSZNA,3
HORYSZNO,3
HORYUSHKINA,3
HORZYNSKA,3
HORZYŃSKA,3
HOSAŁA,3
HOSANIAK-BENA,3
HOSCHOPF,3
HOSH,3
HOSHA,3
HOSHCHYTSKA,3
HOSHINO,3
HOSICKA,3
HOSIE,3
HOSKIN,3
HOSNY,3
HOSPODARSKA,3
HOSPODARUK,3
HOSPODYN,3
HOSSAINIE,3
HOSSIEN,3
HOSSIN,3
HOSTENKO,3
HOSTETTLER,3
HOSTIMSKA,3
HOSTOMELSKA,3
HOSTYLO,3
HOSTYSHCHEVA,3
HOSZARD,3
HOTEIT,3
HOTELIAK,3
HOTFRID,3
HOTHI,3
HOTKA,3
HOTKAVICH,3
HOTOP,3
HOTOPILO,3
HOTOPP,3
HOTORUK,3
HOTOWCZYC,3
HOTSALO,3
HOTSKALO,3
HOTSUK,3
HOTSULIA,3
HOTT,3
HOTYŃSKA,3
HOUAREAU,3
HOUBA,3
HOUCHATI,3
HOUGAARD,3
HOUIDI,3
HOUK,3
HOULDING,3
HOULIHAN,3
HOUN,3
HOURANI,3
HOURLE,3
HOUSNI,3
HOUSSIN,3
HOUTMAN,3
HOUTMANN,3
HOUTON,3
HOUTZAGER,3
HOUWELING,3
HOVAGIMYAN,3
HOVD,3
HOVDAN,3
HOVDERA,3
HOVIADINA,3
HOVINGA,3
HOVORINA,3
HOVORKOVA,3
HOVORUNETS,3
HOVORUSHCHENKO,3
HOVTVIAN,3
HOWAŁKO,3
HOWANIAK,3
HOWARA,3
HOWAT,3
HOWDEN,3
HOWETT,3
HOWIKOWICZ,3
HOWIŃSKA,3
HOWORADŁO,3
HOWORKA,3
HOWORUCHA,3
HOYDA,3
HOYSAN,3
HOYZER,3
HOZAKOWSKA-HELGE,3
HOZAKOWSKA-KIESZ,3
HOZHELNYK,3
HOZHELOVA,3
HOZHULOVSKA,3
HOZNEROWSKA,3
HŐFFMANN,3
HŐRL,3
HÖCK,3
HÖCKER,3
HÖDL,3
HÖDT,3
HÖFERT,3
HÖGBERG,3
HÖGSTADIUS,3
HÖKE,3
HÖLLING,3
HÖLTER,3
HÖLZEL,3
HÖPTNER,3
HÖRNING,3
HÖSL,3
HÖVELMEYER,3
HRABALIUK,3
HRABCHYLOVA,3
HRABCHYNSKA,3
HRABENKA,3
HRABĚTOVÁ,3
HRABINA-HRABINENKO,3
HRABIUK,3
HRABOUS,3
HRABOVIUK,3
HRADAVA,3
HRADINAROVA,3
HRADKOVA,3
HRADOVENKO,3
HRADOWICZ,3
HRADYLIEVA,3
HRADYSHYN,3
HRAICHONAK,3
HRAICHUK,3
HRAIF,3
HRAKAVA,3
HRAKINA,3
HRAMAKOVA,3
HRANALSKA,3
HRANATOVA,3
HRANEVSKA,3
HRANOBOI,3
HRASHCHANKOVA,3
HRASS,3
HRATII,3
HRATYNSKA,3
HRBÁČKOVÁ,3
HREBENAR,3
HREBENNIKAVA,3
HREBENOK,3
HREBINCHUK,3
HREBINIUK,3
HREBINKA,3
HREBOWICZ,3
HRECHANIKOVA,3
HRECHENIUK,3
HRECHENOK,3
HRECZANIK,3
HRECZKO,3
HRECZKOWSKA,3
HREDASOVA,3
HREDINA,3
HREDUNOVA,3
HREDZIUSZKO,3
HREHORASHCHUK,3
HREHOVÁ,3
HREHUS,3
HREIAN,3
HREIMAN,3
HREITSAROVSKA,3
HREKALO,3
HREKU,3
HRENIUK,3
HRENYSHEN,3
HRESHNOVA,3
HRESKAYA,3
HRESNIUK,3
HRETSYNHER,3
HREVNIEVA,3
HREZENTAL,3
HRIADCHENKO,3
HRIADIL,3
HRIBIENCHENKO,3
HRIBKOVA,3
HRICOVÁ,3
HRIES,3
HRIHORENKO,3
HRINBERH,3
HRINDIEI,3
HRINEVICH,3
HRINIEVYCH,3
HRINKIV,3
HRINOVA,3
HRINSHPUN,3
HRIŃKO,3
HRIPICHUK,3
HRIPKO,3
HRISHKEVYCH,3
HRISHNA,3
HRISS,3
HRITCHINA,3
HRITSAIENKO,3
HRLE,3
HRODIUK,3
HRODZEVYCH,3
HROISMAN,3
HROITSKA,3
HROKHOVA,3
HROKHOVCHUK,3
HROMEI,3
HROMOVAIA,3
HROMOZDINA,3
HROMYKHINA,3
HROMYTKO,3
HROSHEVYK,3
HROSHKINA,3
HROSHYNA,3
HROSKOP,3
HROSS,3
HROZ,3
HROZAN,3
HROZDOVA,3
HROZYK,3
HRUBÁ,3
HRUBEC,3
HRUBISH,3
HRUBÝ,3
HRUDANOVA,3
HRUDEI,3
HRUDEN,3
HRUDINKINA,3
HRUDNIEVA,3
HRUDNITSKA,3
HRUDNITSKAYA,3
HRUDYNINA,3
HRUDZA,3
HRUDZINSKA,3
HRUDZKO,3
HRUSHCHOVA,3
HRUSHEVINCHUK,3
HRUSHYNETS,3
HRUSHYNSKA,3
HRUSKA,3
HRUTS,3
HRUTSA,3
HRUVMAN,3
HRUZDIUK,3
HRUZDOVICH,3
HRUZIEVYCH,3
HRUZINAVA,3
HRUZINSKA,3
HRUZINSKAYA,3
HRUZOVA,3
HRUZOVENKO,3
HRYBAVA,3
HRYBAYEDAVA,3
HRYBELNYK,3
HRYBENICHENKO,3
HRYBENKINA,3
HRYBENNYKOVA,3
HRYBENYUK,3
HRYBINENKO,3
HRYBISH,3
HRYB-KRAVCHUK,3
HRYBNIAK,3
HRYBOIEDOVA,3
HRYBONOS,3
HRYBOVICH,3
HRYBOVODA,3
HRYBUK,3
HRYCALIK,3
HRYCHANIVSKA,3
HRYCHANYK,3
HRYCHENKO,3
HRYCHOROWICZ,3
HRYCHUSHENKO,3
HRYCHYK,3
HRYCIUK-ŚWIĘTOCHOWSKA,3
HRYĆKÓW,3
HRYDA,3
HRYDYNSKA,3
HRYHALETS,3
HRYHOREVA,3
HRYHOR'IEVA,3
HRYHORJEWA,3
HRYHORTSOVA,3
HRYHOVYCH,3
HRYKUN,3
HRYM,3
HRYMOĆ,3
HRYNCHYKHA,3
HRYNCZENKO,3
HRYNENKI,3
HRYNETSKA,3
HRYNEUSKAYA,3
HRYNEVETSKA,3
HRYNIAVSKA,3
HRYNIECKA,3
HRYNIOWIECKA,3
HRYNIWSKA,3
HRYNTUS,3
HRYŃKOW,3
HRYSEVICH,3
HRYSHCHENKOVA,3
HRYSHCHYSHYNA,3
HRYSHKAVETS,3
HRYSHNEVSKA,3
HRYSHNOVA,3
HRYSHTOPA,3
HRYSHUNENKOVA,3
HRYSHUNINA,3
HRYSKIV,3
HRYSTENKO,3
HRYSTOVA,3
HRYSYUK,3
HRYSZCZYŃSKA,3
HRYSZTOFIAK,3
HRYTCHYN,3
HRYTSAKA,3
HRYTSAL,3
HRYTSAVA,3
HRYTSEL,3
HRYTSENIAK,3
HRYTSEVA,3
HRYTSKANIUK,3
HRYTSO,3
HRYTSOSHCHENKO,3
HRYTSUNYK,3
HRYVAS,3
HRYVNIUK,3
HRYZETSKA,3
HRYZLYUK,3
HØSTLAND,3
HTET,3
HUAMAN,3
HUBACHER,3
HUBANAVA,3
HUBANENKOVA,3
HUBBELL,3
HUBBERT,3
HUBEK,3
HUBERNA,3
HUBERTUS,3
HUBERTY,3
HUBIČKOVÁ,3
HUBNYTSKA,3
HUBRAK,3
HUBYLO,3
HUBYNETS,3
HUBYNSKA,3
HUCHERKO,3
HUCHKOVA,3
HUCHUK,3
HUCKE,3
HUCMAN,3
HUCULSKA,3
HUCZKOWSKA,3
HUDACHEK,3
HUDACHEUSKAYA,3
HUDAL,3
HUDAYBERGENOVA,3
HUDÁK,3
HUDE,3
HUDEIK,3
HUDELUDI,3
HUDELUDIS,3
HUDIEIEVA,3
HUDILOVA,3
HUDIM,3
HUDIUK,3
HUDJAK,3
HUDLEVSKA,3
HUDLOVSKA,3
HUDOCHKINA,3
HUDOK,3
HUDOMEL,3
HUDOSHNYK,3
HUDUSH,3
HUDVILOVICH,3
HUDYCH,3
HUDYR,3
HUDZA,3
HUDZAR,3
HUDZEL,3
HUDZELIAK,3
HUDZICKI,3
HUDZINSKAYA,3
HUDZULIAK,3
HUEHNDORF,3
HUELSE,3
HUEMER,3
HUETING,3
HUGAR,3
HUGEL,3
HUGGLE,3
HUGHEY,3
HUGOSSON,3
HUH,3
HUHLYK,3
HUHNIAK,3
HUINO,3
HUIT,3
HUJEROVÁ,3
HUKHNO,3
HUK-LIEMER,3
HULACHII,3
HULACZ,3
HULAIA,3
HULAIL,3
HULAMOVA,3
HULANKA,3
HULASZCZY,3
HULATKAN,3
HULCZEWSKA,3
HULEM,3
HULEVA,3
HULEWSKA-KOŁTUN,3
HULIADYK,3
HULIAIHORODSKA,3
HULIAIKINA,3
HULIAM,3
HULICH,3
HULIEVYCH,3
HULIS,3
HULISELAN,3
HULITSKAYA,3
HULIUTA,3
HULLEY,3
HULMANOVSKA,3
HULNYK,3
HULPE,3
HULPOWSKA-SZULC,3
HULTSO,3
HULVYCHENKO,3
HULYMA,3
HULZEBOS,3
HUMANN,3
HUMANSKA,3
HUMBLE,3
HUMELANC,3
HUMELNYK,3
HUMENICKA,3
HUMENNAYA,3
HUMERAVA,3
HUMIANOVA,3
HUML,3
HUMMATOVA,3
HUMNOVA,3
HUNA,3
HUNCA,3
HUNCIA,3
HUND,3
HUNDARENKO,3
HUNDAROVA,3
HUNDERTAILO,3
HUNDOROVA,3
HUNDZIAK,3
HUNGERBÜHLER,3
HUNGWE,3
HUNI,3
HUNICHEVA,3
HUNIKOWSKA,3
HUNINEK,3
HUNIVENKO,3
HUNKELE,3
HUŃKIEWICZ,3
HUPANOVA,3
HUPINOW,3
HUPKO,3
HUPTYCH,3
HURABIELLE-CLAVERIE,3
HURACHEVSKA,3
HURAKOVA,3
HURALENKO,3
HURAZDA,3
HURBENKO,3
HURBICH,3
HURBIK,3
HURBINA,3
HURBYK,3
HURCHYNA,3
HURCZAK,3
HURDA,3
HURDIS,3
HURENDA,3
HURET,3
HUREU,3
HURIIEVA,3
HURIK,3
HURKACH,3
HURKINOVA,3
HURLESS,3
HURNYAK,3
HURSA,3
HURSKAJA,3
HURTIAK,3
HURTUKOVÁ,3
HURVITZ,3
HURYTSKA,3
HURZENKOVA,3
HURZHIY,3
HUSACZUK,3
HUSANOVA,3
HUSAREVA,3
HUSAROVÁ,3
HUSÁROVÁ,3
HUSENBEGOVIĆ,3
HUSHCHUK,3
HUSHCHYN,3
HUSHEK,3
HUSHEL,3
HUSHLEVSKA,3
HUSHLO,3
HUSHOVATA,3
HUSHOVSKA,3
HUSIATNYK,3
HUSIEWICZ,3
HUSIŃSKA,3
HUSKIEWICZ,3
HUSLYK,3
HUSMANN,3
HUSOL,3
HUSSAREK,3
HUSSEN,3
HUSSER,3
HUSTAVSONOVA,3
HUSTERA,3
HUSTINOVYCH,3
HUSTOKASHYNA,3
HUSTON,3
HUSZCZYŃSKA,3
HUŠKOVÁ,3
HUTANU,3
HUTAVA,3
HUTAVETS,3
HUTCHINSON OTRĘBSKA,3
HUTENOVA,3
HUTHER,3
HUTI,3
HUTINA,3
HUTNIKEVYCH,3
HUTNITSKA,3
HUTSANOVICH,3
HUTSELIUK,3
HUTSULENKO,3
HUTTMAN,3
HUTTOVÁ,3
HUTYRCZYK,3
HUTYRIA,3
HUTYRO,3
HUTZEL,3
HUVERNAT,3
HUVIR,3
HUWILER,3
HUXOLL,3
HUZACHOVA,3
HUZAN,3
HUZE,3
HUZEL,3
HUZELA,3
HUZENKOVA,3
HUZHA,3
HUZHAKOVSKA,3
HUZHVENKO,3
HUZINSKA,3
HUZLIAKOVA,3
HUZOUSKAYA,3
HUZYCHAK,3
HUZYKOVA,3
HUZYLIAK,3
HUZYNSKA,3
HÜBBE,3
HÜBEL,3
HÜBERS,3
HÜCKEL,3
HÜLS,3
HÜSING,3
HÜSKEN,3
HÜTER,3
HÜTTERMANN,3
HÜTTL,3
HÜTTNER,3
HVOZDAK,3
HVOZDIAK,3
HVOZDYTSKA,3
HWACIŃSKA,3
HWAŁEK,3
HYBALSKA,3
HYCHKEVYCH,3
HYCHPAN,3
HYCIŃSKA,3
HYCNER,3
HYCZKOWSKA,3
HYDYK,3
HYDYROVA,3
HYERA,3
HYETT,3
HYKUN,3
HYLINSKA,3
HYLL,3
HYLOVA,3
HYLUS,3
HYMEL,3
HYMIAK,3
HYNCMAN,3
HYNDMAN,3
HYNIEWSKA,3
HYPNAROWSKA,3
HYPSCHER,3
HYRCZKA,3
HYRDEL,3
HYRIAVENKO,3
HYRLIAN,3
HYRNU,3
HYROWSKA,3
HYRSCHKE,3
HYRUN,3
HYRZYK,3
HYSAJ,3
HYSHKO,3
HYSHPEL,3
HYSYK,3
HYSZTA,3
HYTIUK,3
HYTRYN,3
HYTYUK,3
HYUSEYNOVA,3
HYZHYTSKA,3
HYŻEWICZ,3
HZYLO,3
IAAT,3
IACUB,3
IAFRATE,3
IAKABA,3
IAKIMOVA,3
IAKOBCHUK,3
IAKUB,3
IAKUBOVYCH,3
IAKUPOVA,3
IAKUSHEVYCH,3
IALANJI,3
IALANSKA,3
IALOVENKO,3
IALPACHYK,3
IAMTSUN,3
IANCIUC,3
IANELLI,3
IANEVYCH,3
IANITSKA,3
IANIV,3
IANNELLO,3
IANOVA,3
IAREMII,3
IARKO,3
IARKOVA,3
IARYGINA,3
IARYMBASH,3
IASHINA,3
IASKOVETS,3
IATSKOVA,3
IATSUKHNO,3
IATSUN,3
IATSURA,3
IAVDYK,3
IAVINA,3
IAVOROVYCH,3
IAVORSCHI,3
IBBOTSON,3
IBEKWE,3
IBEN YOUSSEF,3
IBIŠEVIĆ,3
IBITOKUN,3
IBRAGIM,3
IBRAHIMAVA,3
IBRAKHIM,3
IBROKHIMOVA,3
IBRYAMOV,3
ICHIKAWA,3
ICHILCZYK,3
ICHYK,3
ICKERT,3
ICZCZAK,3
ICZOK,3
IDEL,3
IDEMUDIA,3
IDNANI,3
IDNOREVYCH,3
IDREES,3
IDRISSOVA,3
IDUBBA,3
IDZIAK VEL IDZIKOWSKA,3
IDZI-JAROMIJ,3
IDZINSKA,3
IDZKO,3
IEMCHENKO,3
IENDZHIIEVSKA,3
IENTTS,3
IEPIFANOVA,3
IEREMIEIEVA,3
IERESHCHENKO,3
IERKO,3
IERMIICHUK,3
IEROSHOVA,3
IERVOLINO,3
