Nazwisko_aktualne,Liczba
SZWOCHA,27
SZYBISZ,27
SZYDUCZYŃSKA,27
SZYFKO,27
SZYJEWSKA,27
SZYL,27
SZYMOSZ,27
SZYMÓJKO,27
SZYNDAK,27
SZYNKAREWICZ,27
SZYNTER,27
ŚCIECHURA,27
ŚLINKO,27
ŚLIWOSKA,27
ŚMIECIKOWSKA,27
ŚWILAK,27
ŚWISTACZ,27
ŚWISTOWICZ,27
TAJERLE,27
TALAN,27
TARCZAŁOWICZ,27
TARCZYŁO,27
TASZKA,27
TATARU,27
TEHLIVETS,27
TERENTIUK,27
THIEMEL,27
THORPE,27
TKACHYSHYN,27
TKALYCH,27
TKOCZYK,27
TOBAŁA,27
TOBOŁKIEWICZ,27
TOŁKIN,27
TOŁSTYKO,27
TOMECZKO,27
TOMF,27
TOMULEWICZ,27
TONTOR,27
TOWŚCIK,27
TRABSZO,27
TRAJEWSKA,27
TRAWNICKA,27
TRĘBACZKIEWICZ,27
TRỊNH,27
TROFYMOVYCH,27
TROMCZYŃSKA,27
TROMPA,27
TROSZKIEWICZ,27
TRUBACH,27
TRYBIEC,27
TRYBUSZKIEWICZ,27
TRYHUBETS,27
TRYJAŃSKA,27
TRYSTAN,27
TRZASKAŁA,27
TRZESZEWSKA,27
TSAL-TSALKO,27
TSELIUKH,27
TSIMAFEYEVA,27
TSISHKEVICH,27
TSOKALO,27
TUMIDALSKA,27
TUMKO,27
TURBA,27
TURBASA,27
TURCHYNIAK,27
TURSKI,27
TWAROŻEK,27
TYBINKA,27
TYCHANOWICZ,27
TYKOCKA,27
TYLĘDA,27
TYMENDORF,27
TYMOSHYNA,27
UŚĆ,27
UZUNOVA,27
VASYLASHCHUK,27
VAUCHOK,27
VAVRYSHCHUK,27
VEKLENKO,27
VERESIUK,27
VERSHYHORA,27
VITKOUSKAYA,27
VOLIK,27
VOZIIAN,27
VOZNYUK,27
WACHNIEWSKA,27
WAJDECZKO,27
WAJN,27
WALKOSZ-BERDA,27
WALUCHOWSKA,27
WANATKO,27
WANGRYN,27
WARCHOŃ,27
WARSEWICZ,27
WARTEL,27
WASICZKO,27
WASKOWSKA,27
WASYLKA,27
WATRACH,27
WAWRĘTY,27
WAWRZINEK,27
WECHCZYŃSKA,27
WEICHBRODT,27
WEINBERG,27
WEINSTOCK,27
WEJSTER,27
WELCHAR,27
WENDELSKA,27
WENGERSKA,27
WENGRZYK,27
WENSKOWSKA,27
WENTLANDT,27
WEPS,27
WERAKSO,27
WERDER,27
WERESZCZUK,27
WESELA,27
WESOLOWSKI,27
WESTERSKA,27
WEYDMANN,27
WĘGORKIEWICZ,27
WĘGRZANOWSKA,27
WĘS,27
WĘSŁAWOWICZ,27
WICHUŁA,27
WIDARSKA,27
WIDZYŃSKA,27
WIEJ,27
WIENCKOWSKA,27
WIĘCIERZEWSKA,27
WIKARJAK,27
WILDOWICZ,27
WILKANOWICZ,27
WINIASZEWSKA,27
WINSKO,27
WIORKO,27
WITOSZA,27
WITSCHENBACH,27
WIWACZ,27
WLOCKA,27
WŁADYMIRUK,27
WŁASAK,27
WNENCZAK,27
WOITZIK,27
WOJGIENICA,27
WOJKE,27
WOJSZCZ,27
WOJTASZUK,27
WOJTYCKA,27
WOJTYKA,27
WOŁĄGIEWICZ,27
WOŁCERZ,27
WOŁYNKA,27
WOSKOWSKA,27
WOTALSKA,27
WÓJTOWSKA,27
WRÓBIŃSKA,27
WRZEŚNIACKA,27
WSZENDYBYŁ,27
WUDKIEWICZ,27
WULBACH,27
WURMAŃSKA,27
WYCHORSKA,27
WYPŁOSZ,27
WYRYMA,27
WYSKOK,27
WYSTRYCHOWSKA,27
XIONG,27
YAKUSHENKO,27
YANKOVENKO,27
YARYHINA,27
YATCHENKO,27
YAVORIVSKA,27
YAVOROVSKA,27
YEGOROVA,27
YELNIKOVA,27
YEREMCHUK,27
YEVHRAFOVA,27
YOSHIDA,27
YURKIVSKA,27
YUTOVETS,27
ZABIEGŁY,27
ZABURSKA,27
ZACHŁOD,27
ZACHOWSKA,27
ZADZIMSKA,27
ZAGROSIK,27
ZAKARLIUKA,27
ZAKOSTOWICZ,27
ZAKRETA,27
ZALESKAYA,27
ZAŁUCZKOWSKA,27
ZAMIEJSKA,27
ZARAWSKA,27
ZATYCKA,27
ZAWER,27
ZAWIOŁA,27
ZAWOLUK,27
ZAWÓR,27
ZBARASZEWSKA,27
ZBIEJCZUK,27
ZBIELSKA,27
ZBRZEŻNA,27
ZDECHLIKIEWICZ,27
ZDERSKA,27
ZDUNKO,27
ZEDLER,27
ZEGADŁOWICZ,27
ZEMA,27
ZEMBITSKA,27
ZGRAJ,27
ZHOVTIAK,27
ZHOVTOBRIUKH,27
ZHUROVA,27
ZHURYK,27
ZHYHALO,27
ZIARNIECKA,27
ZIEMLICKA,27
ZIMIN,27
ZINCZENKO,27
ZIOŁAŃSKA,27
ZIUKINA,27
ZŁOCZEWSKA,27
ZOPPA,27
ZORSKA,27
ZOZWOREK,27
ZUBAKHA,27
ZUCHALSKA,27
ZUCHNIAREK,27
ZUR,27
ZUYEVA,27
ZUZULA,27
ZWAKA,27
ZWOIŃSKA,27
ZYBINA,27
ZYCHALSKA,27
ZYG,27
ZYGORA,27
ZYSIK,27
ZYSZCZYK,27
ŹROŁKA,27
ŻEBROK,27
ŻEBROWSKI,27
ŻEGIESTOWSKA,27
ŻELEPIEŃ,27
ŻELIŃSKA,27
ŻENO,27
ŻMURKIEWICZ,27
ŻOŁĄDZIEJEWSKA,27
ŻOŃCA,27
ŻÓŁNOWSKA,27
ŻÓŁTANIECKA,27
ŻUCHYŃSKA,27
ŻUKOWICKA,27
ŻWIEREŁŁO,27
ŻYDANIEC,27
ŻYGIELEWICZ,27
ŻYWAŃSKA,27
ABBOTT,26
ABRYSZYŃSKA,26
ADAMIAN,26
ADELMAN,26
ADRYCHOWSKA,26
AFFA,26
AGARKOVA,26
AHMEDOVA,26
AKRAM,26
ALEKOVA,26
ALEKSAK,26
ALEKSANDROVSKA,26
ALEKSANIAN,26
ALEKSEVYCH,26
ANASIK,26
ANDRACZKO,26
ANDRONIC,26
ANDRZEJACZEK,26
ANDZIULEWICZ,26
ANTIPOW,26
ANYŻEWSKA,26
ARAŻNA,26
ARCHER,26
ARESTOVA,26
ASTAPENKA,26
ASZLAR,26
ATAK,26
ATANIEL,26
AUCHYNNIKAVA,26
AUGUSTOWICZ,26
AUGUSTYNIUK,26
AVANESOVA,26
AWIER,26
AY,26
BABROUSKAYA,26
BACAŃSKA,26
BACHMIŃSKA,26
BADEJA,26
BADYŁA,26
BAHONKO,26
BAJDEL,26
BAKANOWICZ,26
BAKHARIEVA,26
BAKSALARA,26
BALABAS,26
BALANDYK,26
BALANOVYCH,26
BAŁACKA,26
BAŁSZAN,26
BANDEROWICZ,26
BAŃCYR,26
BARABAKH,26
BARAKAT,26
BARAMBAS,26
BARANYK,26
BARDIAN,26
BARDŁOWSKA,26
BARMINA,26
BARODZICH,26
BARTELT,26
BARTMANOWICZ,26
BARTOSZYK,26
BASTJAN,26
BASTUBBA,26
BASYCH,26
BASYK,26
BASZEŃ,26
BAURA,26
BAZANOVA,26
BAZHURA,26
BAZYCH,26
BAŹMIEROWSKA,26
BAŻEGA,26
BĄBOLEWSKA,26
BEBIOŁKA,26
BECHERT,26
BEDUCH,26
BEEG,26
BEISIUK,26
BELAUS,26
BELCAR,26
BELECKA,26
BELOK,26
BEŁCZYK,26
BERBENYCHUK,26
BEREZAN,26
BEREZYNETS,26
BERNARDYN,26
BERUN,26
BESZTERECHA,26
BETHER,26
BEZDITNA,26
BEZNOSKO,26
BĘDŹKOWSKA,26
BIAŁATA,26
BIBROWICZ,26
BIECZYŃSKA,26
BIELNIK,26
BIELOBRADEK,26
BIELOCH,26
BIELUK,26
BIEŁAWA,26
BIESIADOWSKA,26
BILEJCZYK,26
BILO,26
BILOKUROVA,26
BILOZEROVA,26
BINDACZ,26
BIRAK,26
BISZKOWIECKA,26
BLANDO,26
BLAZHYIEVSKA,26
BLECHINGER,26
BLECHOWSKA,26
BLOKUS,26
BLOTKO,26
BŁYSKUN,26
BOBOLEWSKA,26
BOBRZYCKA,26
BOBYLA,26
BOCAN,26
BOESE,26
BOICHENIUK,26
BOLHOVA,26
BOLIAK,26
BOLINGIER,26
BONDAROW,26
BONEMBERG,26
BONI,26
BONIŚNIAK,26
BOOS,26
BORC,26
BORCHUK,26
BOREJZA,26
BORELOWSKA,26
BORNER,26
BORSHCHYK,26
BORTSOVA,26
BORYSOVYCH,26
BOSCH,26
BOSMAN,26
BOTÓR,26
BOUŻYK,26
BOWŻYK,26
BOŻENKO,26
BOŻENTKA,26
BRASKA,26
BRAY,26
BREDOW,26
BREFKA,26
BREJER,26
BREK,26
BREM,26
BRĘDZEL,26
BRODKO,26
BRODZISZEWSKA,26
BROMIŃSKA,26
BRUDYS,26
BRUKS,26
BRUNER,26
BRUŚNICKA,26
BRÜGGEMANN,26
BRYNKO,26
BRYZH,26
BRYZHAN,26
BRZUŚKIEWICZ,26
BRZYMOWSKA,26
BRZYSZKIEWICZ,26
BUCHAL,26
BUKREJEWSKA,26
BULL,26
BURCAN,26
BURENOK,26
BURG,26
BURGIEŁ,26
BURNY,26
BURS,26
BURTA,26
BURYM,26
BURYS,26
BUSZYK,26
BUTAS,26
BUTKUS,26
BUTRYŃSKA,26
BYKUĆ,26
BYRCHAK,26
BYSIECKA,26
BZDUŃ,26
CĄBROWSKA,26
CEBENIAK,26
CEGIOŁKA,26
CENDLAK,26
CERBIN,26
CĘTKOWSKA,26
CHACKO,26
CHAŁABIŚ,26
CHAŁDAŚ,26
CHAMIGA,26
CHAMULAK,26
CHARUKIEWICZ,26
CHAUDHRY,26
CHEKHUN,26
CHEŁEK,26
CHERNATA,26
CHETVERTAK,26
CHĘDOSKA,26
CHĘTKIEWICZ,26
CHIBISOVA,26
CHLISTOWSKA,26
CHMELYK,26
CHODANIONEK,26
CHODLEWSKA,26
CHODNIKIEWICZ,26
CHOMAŃ,26
CHORĘBIEWSKA,26
CHOTNICKA,26
CHRISTIAN,26
CHROBOTOWICZ,26
CHUPAK,26
CHUSZCZ,26
CHUZHUK,26
CHWIEDZIUK,26
CHWOLIK,26
CHYKHUN,26
CIEĆWIERA,26
CIELEPAŁA,26
CIELUSZEK,26
CIENIUSZEK,26
CILIŃSKA,26
CIMOSZUK,26
CIŃSKA,26
CIOMA,26
CIOTKOWSKA,26
CIUCHNICKA,26
CIUKA,26
CNOTKOWSKA,26
COPPA,26
CORDES,26
CURYŁA,26
CYBOWICZ,26
CYKTOR,26
CYLL,26
CYTLAU,26
CZACHORSKA,26
CZAPIGO,26
CZARNOMYS,26
CZELEJEWSKA,26
CZERHONIAK,26
CZERMAŃSKA,26
CZICH,26
CZOKAŁO,26
CZORNA,26
CZOSNYKOWSKA,26
CZUBASZEWSKA,26
CZUCHRO,26
CZUKIEWICZ,26
CZUŁADA,26
CZURKO,26
CZYRNIK,26
CZYRSON,26
CZYŻEWSKI,26
DAMAZER,26
DANEWICZ,26
DANIELEC,26
DANIELISZYN,26
DANIKIEWICZ,26
DARMOROST,26
DAUKSZ,26
DAWIDZIONEK,26
DE GUZMAN,26
DE WEYHER,26
DEGEN,26
DEHN,26
DELOCH,26
DEMURAT,26
DEMYTER,26
DENEL,26
DENGUSIAK,26
DEPKA-PRĄDZYŃSKA,26
DERANEK,26
DERDAS,26
DEREPA,26
DEREWIENKO,26
DERFERT,26
DERINGER,26
DERLACKA,26
DERLICH,26
DETNERSKA,26
DĘDZA,26
DIDUN,26
DIMA,26
DMYTRUSZYŃSKA,26
DODAT,26
DOLECH,26
DOLĘBA,26
DOŁOWACKA,26
DOMASZUK,26
DOMIAŃCZYK,26
DOMOGALLA,26
DONETSKA,26
DONNERSTAG,26
DOŃSKA,26
DOPIERA,26
DORĘDA,26
DOROZIK,26
DOVGAL,26
DRABYSHEUSKAYA,26
DRAGAŃCZYK,26
DRECHNA,26
DREIMOL,26
DROBAKHA,26
DROBYK,26
DROMOWICZ,26
DRONYK,26
DRÓZDA,26
DRUCHLIŃSKA,26
DRUZENKO,26
DRUZIK,26
DRUŻKA,26
DRYPCZEWSKA,26
DRZEWIEC,26
DRZYZGIEWICZ,26
DUBIAŃSKA,26
DUBYNETS,26
DUDARZ,26
DUDASZ,26
DUDOK,26
DUDYNSKA,26
DULBAS,26
DWOROWSKA,26
DWOROWY,26
DYGACZ,26
DYMITR,26
DYMKIEWICZ,26
DYNKWALD,26
DYRGAŁA,26
DZHURAIEVA,26
DZIADZKA,26
DZIAPA,26
DZIEGIŃSKA,26
DZIENGO,26
DZIEREŃ,26
DZIERŻYC,26
DZIĘBÓR,26
DZIĘGAŁA,26
DZIĘGLEWSKA,26
DZIURBAS,26
DŻUMAK,26
EIBIN,26
EIKMANN,26
EILMES,26
EJCHORST,26
ELANTKOWSKA,26
EMRICH,26
ENZ,26
EPSTEIN,26
ERAT,26
EWKO,26
FAJMAN,26
FAJNAS,26
FAKA,26
FARJAN,26
FASHCHEVSKA,26
FEDIAI,26
FEDONCHUK,26
FEDOREK,26
FEDORINA,26
FEIERABEND,26
FERLAG,26
FERTIG,26
FICIŃSKA,26
FIEGE,26
FIHEL,26
FIIALKO,26
FIKTUS,26
FILIPCHYK,26
FIRCOWICZ,26
FITS,26
FIUR,26
FLEGIEL,26
FLEKS,26
FLETER,26
FLORA,26
FOJK,26
FOLLEHER,26
FONAŁ,26
FORALEWSKA,26
FOREŃSKA,26
FORMANEK,26
FOROSTIANA,26
FRANCUG,26
FRANECZEK,26
FRANKIVSKA,26
FRIEDBERG,26
FRIES,26
FRYŚKOWSKA,26
FULDE,26
FUNT,26
FÜRST,26
GABALSKA,26
GACIĄG,26
GACZEK,26
GAGAN,26
GAJUŚ,26
GAJZLEROWICZ,26
GALUK,26
GAŁANDZIEJ,26
GAPINSKA,26
GAPIS,26
GARDZILEWICZ,26
GARNCARZYK,26
GASZTYK,26
GAWORZEWSKA,26
GAWROŃ,26
GĄGAŁKA,26
GENCZA,26
GERLE,26
GERMAK,26
GERSTNER,26
GĘBOSZ,26
GHERMAN,26
GIBIŃSKA,26
GIBULSKA,26
GIDLEWICZ,26
GIERDALSKA,26
GILKA,26
GIRI,26
GIZEWETER,26
GLOBA,26
GŁĘBECKA,26
GŁĘBSKA,26
GŁOŚNY,26
GŁÓG,26
GNATIV,26
GOBCEWICZ,26
GOCAJNA,26
GOCKOWSKA,26
GODDARD,26
GODZIEJEWSKA,26
GOLAU,26
GOLIATOWSKA,26
GOLUDA,26
GOLZ,26
GOŁUBIŃSKA,26
GORBAL,26
GORDZELEWSKA,26
GORTOWSKA,26
GOSLAR,26
GOSSA,26
GOSZTKOWSKA,26
GOTSZLIK,26
GOULD,26
GÖRLICH,26
GRADOŃSKA,26
GRECZAN,26
GREJCZYK,26
GRĘDZIK,26
GRON,26
GRONOWALSKA,26
GROŻYŃSKA,26
GRUNENBERG,26
GRUSSY,26
GRUZŁO,26
GRÜN,26
GRYBER,26
GRYGORJEW,26
GRYNCHUK,26
GRYNER,26
GRYŹNIAK,26
GRZANECKA,26
GRZDUK,26
GRZEGÓŁKOWSKA,26
GRZĘDZIAK,26
GRZMIĄCZKA,26
GUBALSKA,26
GUBER,26
GUSOWSKA,26
GUSTAVSSON,26
GUSZTYN,26
GÜZEL,26
GWOSDEK,26
GZIEŁO,26
HABRUK,26
HABRYLCHUK,26
HADAMIEC,26
HAGIEL,26
HAJDAROWICZ,26
HAL,26
HALAKH,26
HALAKTIONOVA,26
HALEMSKA,26
HALESIAK,26
HAŁĘZA,26
HAŁKO,26
HAMNY,26
HAMOVA,26
HAMULEWICZ,26
HANIEBNIK,26
HANSZLA,26
HARKAWIK,26
HARMALA,26
HARWOZIŃSKA,26
HASAŁA,26
HASNY,26
HASZCZYC,26
HAWRYLCZUK,26
HĄBEK,26
HEFKA,26
HEJKO,26
HEKNER,26
HEUER,26
HEVORHIAN,26
HEYDRYCH,26
HĘCIŃSKA,26
HIPNAR,26
HLODAN,26
HLUKHA,26
HŁADONIUK,26
HŁADUŃ,26
HNYLYTSKA,26
HOBBS,26
HOIAN,26
HOLUBCHENKO,26
HOLYSHEVA,26
HOŁOWIENIEC,26
HOPFER,26
HORAL,26
HOROCHOWIK,26
HORPYNCHENKO,26
HRABAL,26
HRAD,26
HRINENKO,26
HRUSHEVA,26
HRUSZCZAK,26
HRYCEŃKO,26
HRYNASZKIEWICZ,26
HRYNKEVICH,26
HRYNYSZYN,26
HUCISKO,26
HULCHAK,26
HUŁAS,26
HURYNOWICZ,26
HUSARENKO,26
HUSHUL,26
HUTCHINSON,26
HUTSKO,26
HUZIEVA,26
HYLIUK,26
IGNALSKA,26
IGNASZ,26
IGNASZCZAK,26
IHNATSIUK,26
ILEWSKA,26
ILIKA,26
ILÓW,26
IMANOVA,26
IMOS,26
IPATOVA,26
IRODENKO,26
IRYNA,26
ITSENKO,26
IVAKHA,26
IVLEVA,26
JACHIMIEC,26
JADHAV,26
JAKOWENKO,26
JAKOWIUK,26
JAKUT,26
JAMROŻA,26
JANASZCZAK,26
JANCZARUK,26
JANCZENIA,26
JANNECK,26
JANTA LIPIŃSKA,26
JANZEN,26
JARDANOWSKA,26
JARGUS,26
JARLAK,26
JAWIŃSKA,26
JAWNY,26
JEDEL,26
JEGIERSKA,26
JEGOR,26
JELITKO,26
JENSZCZOK,26
JERUĆ,26
JETKE,26
JEWCZAK,26
JEZIK,26
JĘCZYŃSKA,26
JĘDRACH,26
JĘDRYSKO,26
JIA,26
JIERS,26
JONAKOWSKA,26
JORGEL,26
JUROJĆ,26
JURYTKO,26
KAAK,26
KABALEC,26
KACALSKA,26
KACHALA,26
KACZMARSKI,26
KADYS,26
KAIUN,26
KAJER,26
KALAŃSKA,26
KALININ,26
KALINKINA,26
KALWIŃSKA,26
KAŁASIEWICZ,26
KAMALA,26
KAMYCZURA,26
KANTSEVICH,26
KANZY,26
KAPELIUSHNA,26
KAPITONENKO,26
KAPLUNOVA,26
KAPOWICZ,26
KAPRALOVA,26
KAPRAN,26
KAPUSZ,26
KARANDZIEJ,26
KARANKIEWICZ,26
KARTAVA,26
KARTOWICZ,26
KASAP,26
KATOK,26
KAWOREK,26
KAZMUCHA,26
KAZNACHEIEVA,26
KAŹMIRAK,26
KAŻURA,26
KĄC,26
KENNY,26
KETNER,26
KĘCEL,26
KHARA,26
KHMARNA,26
KHOLIAVKA,26
KHOROSHEVSKA,26
KHORTIUK,26
KIBA,26
KIEJNOWSKA,26
KIELMA,26
KIERSZKO,26
KIERZYNKA,26
KIĘCZKOWSKA,26
KIPEK,26
KIPIAS,26
KIRAKOSYAN,26
KIRIIAK,26
KIRMES,26
KISIELOVA,26
KITAJCZUK,26
KLAJNSZMIT,26
KLASK,26
KLEBACH,26
KLEE,26
KLIZNER,26
KLOB,26
KLOCIŃSKA,26
KLOŃSKA,26
KLUCZENKO,26
KLUCZYCKA,26
KŁOBUSZYŃSKA,26
KŁODARSKA,26
KŁOKOSIŃSKA,26
KMIOTCZYK,26
KNETKI,26
KNIAZIEW,26
KNIEŻYK,26
KNYREK,26
KOBILNYK,26
KOBLYK,26
KOBUTA,26
KOCHON,26
KOCZUBIK,26
KOHAN,26
KOKOSH,26
KOLEGA,26
KOLLAT,26
KOŁPUĆ,26
KOMASHKO,26
KOMĘZA,26
KONASIEWICZ,26
KONASZEWICZ,26
KONDRACZYK,26
KONDRENKO,26
KONECZNIAK,26
KONEFKE,26
KONYSHEVA,26
KOPPA,26
KOPRAK,26
KOPRJANIUK,26
KOPYSHCHYK,26
KORBIEŃ,26
KORCHEMNA,26
KORDYLAK,26
KORDYŃSKA,26
KORENIVSKA,26
KORNATZKA,26
KOROBOWICZ,26
KOROŚCIEL,26
KORPULA,26
KOSATKO,26
KOSTACIŃSKA,26
KOSTRUSKA,26
KOSTUSIK,26
KOTIV,26
KOTLARCZUK,26
KOTOSKA,26
KOVERDIUK,26
KOWALINA,26
KOZAROWICZ,26
KOZERATSKA,26
KOZHEMIAKO,26
KOZIAROWSKA,26
KOZIKOWSKI,26
KOZOWSKA,26
KRAKAŁA,26
KRASNOBOKA,26
KRECZKOWSKA,26
KRETS,26
KREY,26
KRĘBLEWSKA,26
KRĘCIPROCH,26
KRĘGULEC,26
KROGOLEWSKA,26
KROKWIŃSKA,26
KROMUSZCZYŃSKA,26
KRUMPIEC,26
KRUPACH,26
KRUSZEL,26
KRUTINA,26
KRYSZTUL,26
KRZEMPIEC,26
KRZESIEK,26
KSHANOVSKA,26
KUCAP,26
KUCHARENKO,26
KUCHKOVSKA,26
KUCHLIN,26
KUCZOWIC,26
KUDELINA,26
KUDENCHUK,26
KUDZIELKO,26
KUJAŃSKA,26
KUKHARYK,26
KUKOROWSKA,26
KULERZ,26
KULOVA,26
KULYHINA,26
KUMOLKA,26
KUMPIN,26
KUNDRO,26
KUNTA,26
KURDYBAKHA,26
KURDZIEJ,26
KURLOVICH,26
KURTIEVA,26
KURZAL,26
KURZĄDKOWSKA,26
KURZEJ,26
KUSAREK,26
KUSTOVSKA,26
KUSZTELSKA,26
KUŚNIERUK,26
KUTESZKO,26
KUTIEPOVA,26
KUZAJEWSKA,26
KUZIN,26
KUZNECKA,26
KUZNIK,26
KUŹBIDA,26
KWACZEWSKA,26
KWADE,26
KWASKOWICZ,26
KWATERCZAK,26
KWICZAK,26
KWINCIAK,26
KWISKA,26
KYLYMNYK,26
KYRII,26
KYSLIAKOVA,26
KYSLYTSKA,26
KYTSENKO,26
KYTSIUK,26
LABENSKA,26
LABOROWSKA,26
LACHAWCZAK,26
LADYZHENSKA,26
LAHOIDA,26
LAMAŃSKA,26
LAMBARSKA,26
LANEVYCH,26
LANGHAMMER,26
LAPAN,26
LASIKOWSKA,26
LASKAVA,26
LATUSZ,26
LAURYNOVICH,26
LAUSZ,26
LAVRINCHUK,26
LEGEZIŃSKA,26
LEGLER,26
LEGNER,26
LEJZAK,26
LELETKO,26
LELOWSKA,26
LELYK,26
LEMAK,26
LEMCIO,26
LENDLA,26
LENICA,26
LENŻA,26
LEROCH,26
LETKIMAN,26
LEUSH,26
LEWANOWSKA,26
LEŻUCHA,26
LIAKHOVETSKA,26
LIBUCKA,26
LIKSZO,26
LINKOVA,26
LIPNA,26
LITKIE,26
LITVAK,26
LITVINOVICH,26
LIUBAS,26
LIVAK,26
LIWEŃ,26
LOBER,26
LOHVYNOVSKA,26
LOŃSKA,26
LOPES,26
LOSE,26
LOZOVYK,26
LUBEŃCZUK,26
LUDWINOWSKA,26
LUDYJAN,26
LUGOVA,26
LUHOVYK,26
LUNGE,26
LYP,26
LYSIANA,26
ŁABASZEWSKA,26
ŁABUSIEWICZ,26
ŁAKUTA,26
ŁAKWA,26
ŁAŃ,26
ŁAPAJSKA,26
ŁAWRYWIANIEC,26
ŁAŻEŃSKA,26
ŁUCYN,26
MACHOY,26
MACHYNA,26
MACIERZEWSKA,26
MACIOŁOWSKA,26
MAGAC,26
MAIORENKO,26
MAJĘTNY,26
MAJICZEK,26
MAKHANKO,26
MAKSIUTENKO,26
MAKUL,26
MALAGOWSKA,26
MALANDA,26
MALCHYK,26
MALCZYSZYN,26
MALIAROVA,26
MALICKI,26
MALISSA,26
MAŁYK,26
MANJAK,26
MANTURUK,26
MARCISIAK,26
MARCISZUK,26
MARĘDZIAK,26
MARGUL,26
MARKAVA,26
MARKWICA,26
MARSZOLEK,26
MARTSUN,26
MARTUS,26
MARTYSHKO,26
MARUSAK,26
MARYJKA,26
MARZANYCH,26
MARZEJAN,26
MASALON,26
MASIUDA,26
MASLENKO,26
MASTRZYKOWSKA,26
MASZAK,26
MASZTALSKA,26
MASZYŃSKA,26
MAŚCIUCH,26
MATEJUNAS,26
MATOWICZ,26
MATRZAK,26
MATSEVKO,26
MATSVEYEVA,26
MATUSHCHAK,26
MATUSSEK,26
MATVEYEVA,26
MATWIS,26
MATYSCHOK,26
MAZAIEVA,26
MAZELEWSKA,26
MAZHEIKA,26
MAZKO,26
MAZONIK,26
MAŹNIK,26
MĄDRAKOWSKA,26
MĄKOSZ,26
MELEVYCH,26
MENCLER,26
MENDALUK,26
MENDOFIK,26
MENDZLA,26
MENŻYŃSKA,26
MERTINS,26
MESZCZYŃSKA,26
METYCH,26
MEZGIER,26
MEZHIDOVA,26
MIASKIEWICZ,26
MICHAŁOWSKI,26
MICHOREK,26
MIDYK,26
MIETZ,26
MIGGA,26
MIKISZEWSKA,26
MIKITCZUK,26
MIKKELSEN,26
MIKOŁEJKO,26
MIKSZUTA,26
MIKUCIŃSKA,26
MILLI,26
MINICZ,26
MIRAKOWSKA,26
MIRANOVICH,26
MISECHKO,26
MIŚCIKOWSKA,26
MIŚCIORAK,26
MITOWSKA,26
MITUKIEWICZ,26
MIZIANTY,26
MŁODZIENIEWSKA,26
MOCHNACKA,26
MODZELEWSKI,26
MOLITORIS,26
MONARCHO,26
MONASTYRNA,26
MORYKON,26
MORYSIAK,26
MOSHENETS,26
MOSKALONEK,26
MOSONDZ,26
MOSTKOWSKA,26
MOZGOL,26
MRYC,26
MUCHAK,26
MUCHLADO,26
MUCZKE,26
MUGAJ,26
MULARONEK,26
MULTANIAK,26
MURASZKA,26
MURASZKIEWICZ,26
MURGAS,26
MURZAK,26
MUSHENKO,26
MUSZAŁ,26
MUTTKA,26
MYDEL,26
MYKOLYSHYN,26
MYLIAN,26
MYNENKO,26
MYRDZIO,26
MYRZA,26
MYSIARA,26
NABIIEVA,26
NABOICHENKO,26
NACHMANN,26
NACHTIGAL,26
NACZEŃSKA,26
NADBORSKA,26
NAGLEWSKA,26
NAHORIANSKA,26
NAIDON,26
NALEPKO,26
NALEWA,26
NANIK,26
NARCZYŃSKA,26
NARYZHNA,26
NASH,26
NASINNYK,26
NAZAREWSKA,26
NAZARI,26
NAZAROVETS,26
NEBYLYTSIA,26
NEDWIDEK,26
NEHRU,26
NEIDEK,26
NEVSKA,26
NGUYEN HONG,26
NIBISZ,26
NICZYPOROWICZ,26
NIECHWIEDOWICZ,26
NIEDZIELSKI,26
NIEGOS,26
NIERUSZEWICZ,26
NIESIOBĘCKA,26
NIESMACZNA,26
NIESTIERUK,26
NIEWIAROWICZ,26
NIMAK,26
NITWINKO,26
NIWALD,26
NORYŃSKA,26
NOVACHUK,26
NOVYCHENKO,26
NOWOŚWIATŁOWSKA,26
NYSZKO,26
NYZOVA,26
OBERMUELLER,26
OBLAMSKA,26
OBŁAWSKA,26
OBRADOVIĆ,26
OBRZYDZIŃSKA,26
OBSZARSKA,26
OCHLUST,26
OCZADŁO,26
OGRZYŃSKA,26
OJRZEŃSKA,26
OKHRYMCHUK,26
OKŁOCKA,26
OKONIECKA,26
OKRASIAK,26
OKSIMOWICZ,26
OLAKH,26
OLE,26
OLEINYKOVA,26
OLEJCZUK,26
OLEKSICKA,26
OLES,26
OLESIEJKO,26
OLĘDRZYŃSKA,26
OLFIER,26
OLICHWIERCZUK,26
OŁYŃSKA,26
OMIELAŃCZUK,26
OMILANOWSKA,26
ÐOÀN,26
ONACKA,26
ONDERSKA,26
OPIECZONEK,26
OPOŃCZEWSKA,26
OPOWICZ,26
ORĘDOWICZ,26
ORMAŃSKA,26
ORSZUŁ,26
ORWIŃSKA,26
ORZĘDOWSKA,26
OSA,26
OSCENDA,26
OSIECKI,26
OSIĘGLEWSKA,26
OSIŃSKI,26
OSMALAK,26
OSTAPCHENKO,26
OSTAPIEC,26
OSTRENKO,26
OTRISHKO,26
PACENKO,26
PACEWSKA,26
PACHALA,26
PACIAK,26
PADACZ,26
PADUREK,26
PAGEL,26
PAKLIKOVSKA,26
PAŁACKA,26
PAŁUPSKA,26
PAMPUKHA,26
PANASIAK,26
PANDZIOCH,26
